rank,researcher,institution,publications,theses,citations,research_score
3779,Yoshihito Kawamura,Indian Institute of Science Bangalore,4,0,59,10.95
3780,H G Ranjani,Indian Institute of Science Bangalore,5,0,19,10.95
3781,Deepak Paramashivan,Indian Institute of Science Bangalore,5,0,19,10.95
3782,Guruprasad,CMR Institute of Technology,5,0,19,10.95
3783,Senthil Kumaran,CMR Institute of Technology,5,0,19,10.95
3784,Ashok Kumar,Indian Institute of Science Bangalore,4,0,59,10.95
3785,Anjana Rao,Indian Institute of Science Bangalore,4,0,59,10.95
3786,S Mitra,Indian Institute of Science Bangalore,4,0,59,10.95
3787,VNS,CMR Institute of Technology,5,0,19,10.95
3788,S B Lavanya,Indian Institute of Science Bangalore,5,0,19,10.95
3789,Smarak Islam Chaudhury,Indian Institute of Science Bangalore,5,0,19,10.95
3790,T R Govindarajan,Indian Institute of Science Bangalore,5,0,19,10.95
3791,R Yogesh,Indian Institute of Science Bangalore,5,0,18,10.9
3792,Neha Wadehra,Indian Institute of Science Bangalore,2,0,138,10.9
3793,Anjali S Nair,Indian Institute of Science Bangalore,4,0,58,10.9
3794,Chandrabhas Narayana,Indian Institute of Science Bangalore,5,0,18,10.9
3795,Mohsen Imani,Indian Institute of Science Bangalore,3,0,98,10.9
3796,Srishty Aggarwal,Indian Institute of Science Bangalore,5,0,18,10.9
3797,Thamodharan Viswanathan,Indian Institute of Science Bangalore,5,0,18,10.9
3798,Lalgy Gopi,Indian Institute of Science Bangalore,5,0,18,10.9
3799,Barnali Mahato,Indian Institute of Science Bangalore,5,0,18,10.9
3800,Pavani Vamsi Krishna Nittala,Indian Institute of Science Bangalore,5,0,18,10.9
3801,Ranjan Kumar Barik,Indian Institute of Science Bangalore,4,0,58,10.9
3802,Sourabh KS,PES University,5,0,18,10.9
3803,Mukund Mitra,Indian Institute of Science Bangalore,5,0,18,10.9
3804,Arun Baby,Indian Institute of Science Bangalore,3,0,98,10.9
3805,Shriram Ramesh,Indian Institute of Science Bangalore,5,0,18,10.9
3806,Vamsi Krishna Pakki,Indian Institute of Science Bangalore,5,0,18,10.9
3807,Anand S Sahadevan,Indian Institute of Science Bangalore,5,0,18,10.9
3808,JW Yeh,Indian Institute of Science Bangalore,5,0,18,10.9
3809,PD,CMR Institute of Technology,5,0,18,10.9
3810,Ramya Burra,Indian Institute of Science Bangalore,5,0,17,10.85
3811,P R Sreeram,Indian Institute of Science Bangalore,5,0,17,10.85
3812,A Thamizhavel,Indian Institute of Science Bangalore,5,0,17,10.85
3813,G S Rajshekar Reddy,Indian Institute of Science Bangalore,4,0,57,10.85
3814,Snehanshu Pal,Indian Institute of Science Bangalore,4,0,57,10.85
3815,Sharmistha Naskar,Indian Institute of Science Bangalore,3,0,97,10.85
3816,Mithun Roy,Indian Institute of Science Bangalore,4,0,57,10.85
3817,Dhanpal Bairwa,Indian Institute of Science Bangalore,5,0,17,10.85
3818,R Sakthikumar,Indian Institute of Science Bangalore,4,0,57,10.85
3819,R Damle,Indian Institute of Science Bangalore,4,0,57,10.85
3820,Sanjay Bhalerao,Indian Institute of Science Bangalore,1,0,177,10.85
3821,Indrashish Saha,Indian Institute of Science Bangalore,4,0,57,10.85
3822,Shibu Meher,Indian Institute of Science Bangalore,5,0,17,10.85
3823,Gowdham Prabhakar,Indian Institute of Science Bangalore,4,0,57,10.85
3824,Pranesh Roy,Indian Institute of Science Bangalore,5,0,17,10.85
3825,Palani Barathi,Indian Institute of Science Bangalore,3,0,97,10.85
3826,S Sandhya,R V College of Engineering,5,0,17,10.85
3827,Mayur Shewale,Indian Institute of Science Bangalore,5,0,17,10.85
3828,Mahadesh Panju,Indian Institute of Science Bangalore,5,0,17,10.85
3829,Praneet Prakash,Indian Institute of Science Bangalore,5,0,17,10.85
3830,Sai Saraswathi Yarajena,Indian Institute of Science Bangalore,5,0,17,10.85
3831,Atif Iqbal,Indian Institute of Science Bangalore,4,0,57,10.85
3832,Ranit Dutta,Indian Institute of Science Bangalore,4,0,57,10.85
3833,Arvind Mamgain,Indian Institute of Science Bangalore,5,0,17,10.85
3834,J Soumya,Indian Institute of Science Bangalore,3,0,97,10.85
3835,Gouda,CMR Institute of Technology,5,0,17,10.85
3836,P Rogl,Indian Institute of Science Bangalore,4,0,56,10.8
3837,Anupam Bhim,Indian Institute of Science Bangalore,4,0,56,10.8
3838,Puttaraju,CMR Institute of Technology,4,0,56,10.8
3839,Gaetan M A Girard,Indian Institute of Science Bangalore,2,0,136,10.8
3840,Anubhav Mishra,International Institute of Information Technology Bangalore,5,0,16,10.8
3841,Xiaoen Wang,Indian Institute of Science Bangalore,2,0,136,10.8
3842,Joseph Bramante,Indian Institute of Science Bangalore,3,0,96,10.8
3843,Ruhamah Yunis,Indian Institute of Science Bangalore,2,0,136,10.8
3844,Keerthi Haritha,Indian Institute of Science Bangalore,3,0,96,10.8
3845,Bidhan Chandra Patra,Indian Institute of Science Bangalore,3,0,96,10.8
3846,T V Ramakrishnan,Indian Institute of Science Bangalore,5,0,16,10.8
3847,TP,CMR Institute of Technology,5,0,16,10.8
3848,Preethi Vennam,Dayananda Sagar College of Engineering,4,0,56,10.8
3849,Sanjay Prasad,Indian Institute of Science Bangalore,3,0,96,10.8
3850,Douglas R MacFarlane,Indian Institute of Science Bangalore,2,0,136,10.8
3851,E Mohapatra,R V College of Engineering,5,0,16,10.8
3852,Amit Roy,Indian Institute of Science Bangalore,4,0,56,10.8
3853,Asraful Haque,Indian Institute of Science Bangalore,5,0,15,10.75
3854,Sayak Mandal,Indian Institute of Science Bangalore,4,0,55,10.75
3855,S Karthik,International Institute of Information Technology Bangalore,5,0,15,10.75
3856,Isha Munjal,Indian Institute of Science Bangalore,5,0,15,10.75
3857,Mallikharjuna Chinnapadamala,Indian Institute of Science Bangalore,5,0,15,10.75
3858,Atendra Kumar,Indian Institute of Science Bangalore,5,0,15,10.75
3859,‬V Raghavendra Reddy,Indian Institute of Science Bangalore,5,0,15,10.75
3860,Siva Athreya,Indian Institute of Science Bangalore,5,0,15,10.75
3861,B Sangeetha,International Institute of Information Technology Bangalore,5,0,15,10.75
3862,Yellampalli,CMR Institute of Technology,5,0,15,10.75
3863,Adithya Krishna,Indian Institute of Science Bangalore,5,0,15,10.75
3864,Madhu Prasad,Indian Institute of Science Bangalore,4,0,55,10.75
3865,Dash,CMR Institute of Technology,5,0,15,10.75
3866,Rajendra K Ray,Indian Institute of Science Bangalore,5,0,15,10.75
3867,Nisarg Chadha,Indian Institute of Science Bangalore,5,0,15,10.75
3868,Shet,CMR Institute of Technology,5,0,15,10.75
3869,Jayanthi,CMR Institute of Technology,5,0,15,10.75
3870,Joshi,CMR Institute of Technology,5,0,15,10.75
3871,Ashutosh Kumar,Indian Institute of Science Bangalore,5,0,15,10.75
3872,Monika,Indian Institute of Science Bangalore,4,0,55,10.75
3873,H P Rani,PES University,4,0,55,10.75
3874,Mingyuan Pei,Indian Institute of Science Bangalore,1,0,174,10.7
3875,Anuj Nandi,Indian Institute of Science Bangalore,4,0,54,10.7
3876,Ezhilarasan,CMR Institute of Technology,5,0,14,10.7
3877,Simón Hettler,Indian Institute of Science Bangalore,5,0,14,10.7
3878,Amit Shivam,Indian Institute of Science Bangalore,5,0,14,10.7
3879,Ramanath Prabhu,International Institute of Information Technology Bangalore,3,0,94,10.7
3880,Jung‐Min Heo,Indian Institute of Science Bangalore,1,0,174,10.7
3881,Prashanthkumar Hadi,Indian Institute of Science Bangalore,5,0,14,10.7
3882,Sayak Ray Chowdhury,Indian Institute of Science Bangalore,5,0,14,10.7
3883,Fekadu Mihret,Indian Institute of Science Bangalore,5,0,14,10.7
3884,Balachandra Kumaraswamy,International Institute of Information Technology Bangalore,3,1,34,10.7
3885,Apurba Das,PES University,5,0,14,10.7
3886,RVS Prasad,Indian Institute of Science Bangalore,3,0,94,10.7
3887,Akshay Keloth,Indian Institute of Science Bangalore,5,0,14,10.7
3888,Anjula Gurtoo,Indian Institute of Science Bangalore,4,0,54,10.7
3889,HD,CMR Institute of Technology,4,0,54,10.7
3890,Ankit Tyagi,Indian Institute of Science Bangalore,4,0,54,10.7
3891,Vaibhav Chauhan,Indian Institute of Science Bangalore,4,0,54,10.7
3892,Anjanapura V Raghu,Indian Institute of Science Bangalore,2,0,134,10.7
3893,Brahmkhatri,CMR Institute of Technology,5,0,14,10.7
3894,Abhijeet Das,Indian Institute of Science Bangalore,5,0,14,10.7
3895,Ashish Garg,Indian Institute of Science Bangalore,4,0,54,10.7
3896,Ajana Dutta,Indian Institute of Science Bangalore,5,0,14,10.7
3897,Vinod E Madhavan,Indian Institute of Science Bangalore,3,0,94,10.7
3898,Isaac Boxx,Indian Institute of Science Bangalore,4,0,54,10.7
3899,Avishek Jana,Indian Institute of Science Bangalore,4,0,54,10.7
3900,Galiveeti Poornima,International Institute of Information Technology Bangalore,5,0,14,10.7
3901,Gadi Venkat Arun Chaitanya,Indian Institute of Science Bangalore,5,0,14,10.7
3902,Sujoy Ghosh,Indian Institute of Science Bangalore,4,0,54,10.7
3903,Eklavy Vashist,Indian Institute of Science Bangalore,5,0,14,10.7
3904,A Chandramohan,Indian Institute of Science Bangalore,4,0,54,10.7
3905,Ishfaq Zahoor Bhat,Indian Institute of Science Bangalore,5,0,14,10.7
3906,K S Chethan,PES University,5,0,14,10.7
3907,Joo Sung Kim,Indian Institute of Science Bangalore,1,0,174,10.7
3908,Hobeom Kim,Indian Institute of Science Bangalore,1,0,174,10.7
3909,Chetan Urabinahatti,Indian Institute of Science Bangalore,4,0,54,10.7
3910,Levie Mweene,Indian Institute of Science Bangalore,4,0,54,10.7
3911,Pradeep Shenoy,Indian Institute of Science Bangalore,5,0,14,10.7
3912,In‐Hyeok Park,Indian Institute of Science Bangalore,1,0,174,10.7
3913,Ramasamy,CMR Institute of Technology,4,0,54,10.7
3914,ME Kassner,Indian Institute of Science Bangalore,5,0,14,10.7
3915,Vinayak Pattar,Indian Institute of Science Bangalore,3,0,94,10.7
3916,P Rajasekar,Indian Institute of Science Bangalore,3,0,93,10.65
3917,C Manjunatha,Dayananda Sagar College of Engineering,3,0,93,10.65
3918,LB,CMR Institute of Technology,5,0,13,10.65
3919,Changala,CMR Institute of Technology,5,0,13,10.65
3920,Ujjal Roy,Indian Institute of Science Bangalore,4,0,53,10.65
3921,KV Govindarajan,Indian Institute of Science Bangalore,4,0,53,10.65
3922,Samir R Shaikh,Indian Institute of Science Bangalore,2,0,133,10.65
3923,Anwesha Mukherjee,Indian Institute of Science Bangalore,4,0,53,10.65
3924,Nishu Kumari,Indian Institute of Science Bangalore,5,0,13,10.65
3925,Owais Ahmad Shah,Dayananda Sagar College of Engineering,5,0,13,10.65
3926,Stanly Samuel,Indian Institute of Science Bangalore,5,0,13,10.65
3927,Manish Trikha,Indian Institute of Science Bangalore,5,0,13,10.65
3928,Amruta Lohar,Indian Institute of Science Bangalore,2,0,133,10.65
3929,K Nandini,Dayananda Sagar College of Engineering,5,0,13,10.65
3930,Joycee Mekie,International Institute of Information Technology Bangalore,5,0,13,10.65
3931,Ravinder Kumar,Indian Institute of Science Bangalore,5,0,13,10.65
3932,Harinee Natarajan,Indian Institute of Science Bangalore,5,0,13,10.65
3933,HAS,CMR Institute of Technology,5,0,13,10.65
3934,Fabio Pasqualetti,Indian Institute of Science Bangalore,5,0,13,10.65
3935,Vihan Shahu,Indian Institute of Science Bangalore,5,0,13,10.65
3936,Sandeep Satyanarayana,Indian Institute of Science Bangalore,5,0,13,10.65
3937,Vinila Nellissery Viswanathan,Indian Institute of Science Bangalore,5,0,13,10.65
3938,Vladimir Chernyak,Indian Institute of Science Bangalore,5,0,13,10.65
3939,S Aishwarya,Indian Institute of Science Bangalore,5,0,13,10.65
3940,Sunil Rudresh,Indian Institute of Science Bangalore,4,0,53,10.65
3941,Vivek Sahu,Indian Institute of Science Bangalore,4,0,53,10.65
3942,A Rajendra,Indian Institute of Science Bangalore,3,0,93,10.65
3943,Shreyus Goutham Kumar,PES University,5,0,13,10.65
3944,Mugalodi Rakesh,Indian Institute of Science Bangalore,4,0,53,10.65
3945,Mahesh Vaidya,Indian Institute of Science Bangalore,5,0,13,10.65
3946,Anju M Pillai,Indian Institute of Science Bangalore,3,0,93,10.65
3947,Ravindra Venkatramani,Indian Institute of Science Bangalore,5,0,13,10.65
3948,Jesuraja Bandekar,Indian Institute of Science Bangalore,5,0,13,10.65
3949,Smita Singh,International Institute of Information Technology Bangalore,3,0,93,10.65
3950,Rajen Kumar,Indian Institute of Science Bangalore,5,0,13,10.65
3951,Raghu A Bangalore,PES University,5,0,12,10.6
3952,Anthonisamy Devaraj,Indian Institute of Science Bangalore,2,0,132,10.6
3953,Sarfaraz Kamangar,PES University,4,0,52,10.6
3954,Nimisha Dey,R V College of Engineering,5,0,12,10.6
3955,Irfan Anjum Badruddin,PES University,4,0,52,10.6
3956,Skand Vishwanath Peri,Indian Institute of Science Bangalore,3,0,92,10.6
3957,Arup Mahata,Indian Institute of Science Bangalore,3,0,92,10.6
3958,Mainak Bhowmik,Indian Institute of Science Bangalore,5,0,12,10.6
3959,Patwari,CMR Institute of Technology,5,0,12,10.6
3960,NJ Rao,Indian Institute of Science Bangalore,5,0,12,10.6
3961,Mohit Kumar Sharma,Indian Institute of Science Bangalore,5,0,12,10.6
3962,Ruchika Agnihotri,Indian Institute of Science Bangalore,4,0,52,10.6
3963,Ripsa Rani Nayak,Indian Institute of Science Bangalore,5,0,12,10.6
3964,Sagar Sarkar,Indian Institute of Science Bangalore,4,0,52,10.6
3965,P Poornesh,Indian Institute of Science Bangalore,4,0,52,10.6
3966,Mounika Gosika,Indian Institute of Science Bangalore,4,0,52,10.6
3967,K Mahantesh,International Institute of Information Technology Bangalore,5,0,12,10.6
3968,N Rashmi,International Institute of Information Technology Bangalore,5,0,12,10.6
3969,Harish Kumar M,PES University,5,0,12,10.6
3970,Payal Kesharwani,Indian Institute of Science Bangalore,5,0,12,10.6
3971,Anand Srivastava,Indian Institute of Science Bangalore,5,0,12,10.6
3972,S B Kandagal,Indian Institute of Science Bangalore,5,0,12,10.6
3973,Malavika Hariprasad,R V College of Engineering,5,0,12,10.6
3974,Anantha P Chandrakasan,Indian Institute of Science Bangalore,4,0,52,10.6
3975,N R Dhineshbabu,Indian Institute of Science Bangalore,3,0,92,10.6
3976,K B Yogendra,Indian Institute of Science Bangalore,5,0,12,10.6
3977,Durvesh Kalke,Indian Institute of Science Bangalore,5,0,12,10.6
3978,Ashish Pradhan,Indian Institute of Science Bangalore,5,0,11,10.55
3979,Murugan,CMR Institute of Technology,5,0,11,10.55
3980,Devadason,CMR Institute of Technology,5,0,11,10.55
3981,Kartick Ramakrishnan,Indian Institute of Science Bangalore,5,0,11,10.55
3982,R Govindarajan,Indian Institute of Science Bangalore,5,0,11,10.55
3983,Tanmay Mishra,Indian Institute of Science Bangalore,5,0,11,10.55
3984,Parismita Sarma,International Institute of Information Technology Bangalore,3,0,91,10.55
3985,Cristiano F Woellner,Indian Institute of Science Bangalore,3,0,91,10.55
3986,RV Lakshmi,Indian Institute of Science Bangalore,3,0,91,10.55
3987,Soumya Ranjan Mishra,Indian Institute of Science Bangalore,4,0,51,10.55
3988,Rakesh Narayana Sarma,Indian Institute of Science Bangalore,4,0,51,10.55
3989,Suchi Priyadarshani,Indian Institute of Science Bangalore,5,0,11,10.55
3990,Neeraj Kayal,Indian Institute of Science Bangalore,5,0,11,10.55
3991,Anusha,CMR Institute of Technology,5,0,11,10.55
3992,Alexander Steinhoff,Indian Institute of Science Bangalore,1,0,171,10.55
3993,Manasi Tiwari,Indian Institute of Science Bangalore,5,0,11,10.55
3994,BM,CMR Institute of Technology,5,0,11,10.55
3995,Matthias Florian,Indian Institute of Science Bangalore,1,0,171,10.55
3996,P Usha,PES University,5,0,11,10.55
3997,Pankaj Sagar,Indian Institute of Science Bangalore,5,0,11,10.55
3998,E Gaganidze,Indian Institute of Science Bangalore,4,0,51,10.55
3999,Qian Yuan,Indian Institute of Science Bangalore,4,0,51,10.55
4000,V Swamybabu,Indian Institute of Science Bangalore,4,0,51,10.55
4001,Daniel Erben,Indian Institute of Science Bangalore,1,0,171,10.55
4002,Vidyadhar Upadhya,Indian Institute of Science Bangalore,4,0,51,10.55
4003,Krishna Balasubramanian,Indian Institute of Science Bangalore,3,0,91,10.55
4004,HN,CMR Institute of Technology,5,0,11,10.55
4005,Basavaprasad,Indian Institute of Science Bangalore,4,0,51,10.55
4006,Jochen Moll,Indian Institute of Science Bangalore,2,0,130,10.5
4007,Gudimindla,CMR Institute of Technology,5,0,10,10.5
4008,Gurmeet Singh,Indian Institute of Science Bangalore,2,0,130,10.5
4009,Josy John,Indian Institute of Science Bangalore,4,0,50,10.5
4010,Apoorva Patel,Indian Institute of Science Bangalore,5,0,10,10.5
4011,Marek Lewicki,Indian Institute of Science Bangalore,3,0,90,10.5
4012,Punithavathi Duraiswamy,Indian Institute of Science Bangalore,5,0,10,10.5
4013,Govind K Sharma,Indian Institute of Science Bangalore,4,0,50,10.5
4014,Alexander Eichler,Indian Institute of Science Bangalore,1,0,170,10.5
4015,A Hegde,Indian Institute of Science Bangalore,4,0,50,10.5
4016,Vibhuti Sahu,Indian Institute of Science Bangalore,5,0,10,10.5
4017,Bo Xu,Indian Institute of Science Bangalore,1,0,170,10.5
4018,Poonam R Kharangarh,Indian Institute of Science Bangalore,2,0,130,10.5
4019,Pengcheng Zhang,Indian Institute of Science Bangalore,1,0,170,10.5
4020,K J Bhanushree,International Institute of Information Technology Bangalore,5,0,10,10.5
4021,Raviraj Kusanur,R V College of Engineering,5,0,10,10.5
4022,Nuggehalli M Ravindra,Indian Institute of Science Bangalore,2,0,130,10.5
4023,Sakshi Vijay,Indian Institute of Science Bangalore,5,0,10,10.5
4024,B Alekya,Indian Institute of Science Bangalore,3,0,90,10.5
4025,Aaron Jue Kang Tieu,Indian Institute of Science Bangalore,2,0,130,10.5
4026,Siri Chandana Amarakonda,Indian Institute of Science Bangalore,5,0,10,10.5
4027,Lokesh Krishna,Indian Institute of Science Bangalore,4,0,50,10.5
4028,Admuthe,CMR Institute of Technology,5,0,10,10.5
4029,R Shreyas,PES University,5,0,10,10.5
4030,B Ashreetha,International Institute of Information Technology Bangalore,5,0,10,10.5
4031,Rooji Jinan,Indian Institute of Science Bangalore,5,0,10,10.5
4032,Jiankai Zhu,Indian Institute of Science Bangalore,1,0,170,10.5
4033,Meenakshi D’Souza,Indian Institute of Science Bangalore,5,0,10,10.5
4034,Rudra Mukherjee,Indian Institute of Science Bangalore,4,0,50,10.5
4035,Sivaranjani,CMR Institute of Technology,5,0,10,10.5
4036,Vikash Kumar Singh,Indian Institute of Science Bangalore,5,0,10,10.5
4037,Arvind Srinivasan,PES University,5,0,10,10.5
4038,Zuheng Liu,Indian Institute of Science Bangalore,1,0,170,10.5
4039,Ashwani Kumar,Indian Institute of Science Bangalore,3,0,90,10.5
4040,Neethu Maya,Indian Institute of Science Bangalore,5,0,9,10.45
4041,Gollakota Venkata Sai Manohar,Indian Institute of Science Bangalore,4,0,49,10.45
4042,Ashvini Punde,Indian Institute of Science Bangalore,4,0,49,10.45
4043,Gargi Ghosh,Indian Institute of Science Bangalore,5,0,9,10.45
4044,Basavaraj N Hiremath,Dayananda Sagar College of Engineering,5,0,9,10.45
4045,Jafar Hasan,Indian Institute of Science Bangalore,3,0,89,10.45
4046,Sanitha Michail,CMR Institute of Technology,5,0,9,10.45
4047,Dalu Jacob,Indian Institute of Science Bangalore,5,0,9,10.45
4048,Amit Chattopadhyay,International Institute of Information Technology Bangalore,5,0,9,10.45
4049,Konda Reddy Mopuri,Indian Institute of Science Bangalore,3,0,89,10.45
4050,Senthilpari,CMR Institute of Technology,5,0,9,10.45
4051,Punyasamudram,CMR Institute of Technology,4,0,49,10.45
4052,N Pavithra,Indian Institute of Science Bangalore,5,0,9,10.45
4053,M R Ashuthosh,PES University,5,0,9,10.45
4054,Deepika Saxena,International Institute of Information Technology Bangalore,3,0,89,10.45
4055,Shalini Suresh,Indian Institute of Science Bangalore,5,0,9,10.45
4056,Shivaprakasha,CMR Institute of Technology,5,0,9,10.45
4057,Pallab Bhandari,Indian Institute of Science Bangalore,4,0,49,10.45
4058,Subba Rao,CMR Institute of Technology,4,0,49,10.45
4059,Supreeth Varadarajan,International Institute of Information Technology Bangalore,5,0,9,10.45
4060,Souravi Mukherjee,Indian Institute of Science Bangalore,5,0,9,10.45
4061,Abhay Deshpande,R V College of Engineering,5,0,9,10.45
4062,Rakshitha,CMR Institute of Technology,5,0,9,10.45
4063,Vijay Patel,Indian Institute of Science Bangalore,5,0,9,10.45
4064,Sivasurender Chandran,Indian Institute of Science Bangalore,4,0,49,10.45
4065,Vasanth Kumar T,Indian Institute of Science Bangalore,4,0,49,10.45
4066,Bhilavade,CMR Institute of Technology,5,0,9,10.45
4067,R C Hansdah,Indian Institute of Science Bangalore,5,0,8,10.4
4068,Surjeet Kour,Indian Institute of Science Bangalore,5,0,8,10.4
4069,Diganta Borah,Indian Institute of Science Bangalore,5,0,8,10.4
4070,Saketh Gajawada,International Institute of Information Technology Bangalore,5,0,8,10.4
4071,Siddharth Jhunjhunwala,Indian Institute of Science Bangalore,4,0,48,10.4
4072,Tony Gracious,Indian Institute of Science Bangalore,5,0,8,10.4
4073,Jyotsna Pandey,Indian Institute of Science Bangalore,5,0,8,10.4
4074,GK,CMR Institute of Technology,5,0,8,10.4
4075,Raji R Pillai,Indian Institute of Science Bangalore,5,0,8,10.4
4076,P Punyabrahma,Indian Institute of Science Bangalore,5,0,8,10.4
4077,Gamidi Rama Krishna,Indian Institute of Science Bangalore,2,0,128,10.4
4078,Veerababu Dharanalakota,Indian Institute of Science Bangalore,5,0,8,10.4
4079,Jayavrinda Vrindavanam,Dayananda Sagar College of Engineering,5,0,8,10.4
4080,Biswajit Bharat,Indian Institute of Science Bangalore,5,0,8,10.4
4081,Sayanta Goswami,Indian Institute of Science Bangalore,5,0,8,10.4
4082,M S Srividya,R V College of Engineering,5,0,8,10.4
4083,PK Sen,R V College of Engineering,5,0,8,10.4
4084,Bibhuti Bhusan Sahoo,Indian Institute of Science Bangalore,4,0,48,10.4
4085,M Uttara Kumari,R V College of Engineering,5,0,8,10.4
4086,Yanpeng Feng,Indian Institute of Science Bangalore,2,0,128,10.4
4087,Rishubh Parihar,Indian Institute of Science Bangalore,4,0,48,10.4
4088,D Saravana Bavan,Dayananda Sagar College of Engineering,5,0,8,10.4
4089,Hamidreza Khoshakhlagh,Indian Institute of Science Bangalore,4,0,48,10.4
4090,Subramani,CMR Institute of Technology,3,0,88,10.4
4091,Pullela,CMR Institute of Technology,5,0,8,10.4
4092,Gomathi,CMR Institute of Technology,5,0,8,10.4
4093,KT,CMR Institute of Technology,5,0,8,10.4
4094,Paramita Sarkar,International Institute of Information Technology Bangalore,5,0,8,10.4
4095,NK Udayashankar,Indian Institute of Science Bangalore,4,0,47,10.35
4096,Parveen Kumar,Indian Institute of Science Bangalore,5,0,7,10.35
4097,Alwin Shaju,International Institute of Information Technology Bangalore,5,0,7,10.35
4098,Navya,CMR Institute of Technology,5,0,7,10.35
4099,Weijia Wang,Indian Institute of Science Bangalore,2,0,127,10.35
4100,Shreyas Sen,Indian Institute of Science Bangalore,5,0,7,10.35
4101,Debashree Chowdhury,Indian Institute of Science Bangalore,4,0,47,10.35
4102,P Srividya,R V College of Engineering,5,0,7,10.35
4103,G S Girisha,Dayananda Sagar College of Engineering,5,0,7,10.35
4104,Srinivasan Gopalakrishnan,Indian Institute of Science Bangalore,5,0,7,10.35
4105,M N Suma,Indian Institute of Science Bangalore,5,0,7,10.35
4106,Nïkhil Gupta,Indian Institute of Science Bangalore,5,0,7,10.35
4107,S Jamuna,PES University,5,0,7,10.35
4108,Akshatha Venkatesha,Indian Institute of Science Bangalore,4,0,47,10.35
4109,K K Singh,Indian Institute of Science Bangalore,4,0,47,10.35
4110,C V Yelamaggad,Indian Institute of Science Bangalore,4,0,47,10.35
4111,G Prasad,Dayananda Sagar College of Engineering,5,0,7,10.35
4112,Avnish Kumar,Indian Institute of Science Bangalore,5,0,7,10.35
4113,Ashok Raj J,Indian Institute of Science Bangalore,3,0,87,10.35
4114,K Haritha,Indian Institute of Science Bangalore,5,0,7,10.35
4115,Andrew Heath,Indian Institute of Science Bangalore,4,0,47,10.35
4116,Shyam Kanta Sinha,Indian Institute of Science Bangalore,4,0,47,10.35
4117,G R Sherin,Indian Institute of Science Bangalore,2,0,126,10.3
4118,Subir Paul,Indian Institute of Science Bangalore,4,0,46,10.3
4119,Magan Singh,Indian Institute of Science Bangalore,5,0,6,10.3
4120,Aakanksha Jain,Indian Institute of Science Bangalore,5,0,6,10.3
4121,G Malingu,Indian Institute of Science Bangalore,5,0,6,10.3
4122,Pooja Singla,Indian Institute of Science Bangalore,5,0,6,10.3
4123,Arvin Nooli,PES University,5,0,6,10.3
4124,Deepika,CMR Institute of Technology,5,0,6,10.3
4125,M Avinash,Indian Institute of Science Bangalore,5,0,6,10.3
4126,MR Bhavani Shankar,Indian Institute of Science Bangalore,1,0,166,10.3
4127,Manu Ghulyani,Indian Institute of Science Bangalore,5,0,6,10.3
4128,S Kavitha,International Institute of Information Technology Bangalore,5,0,6,10.3
4129,Miguel Ángel Vázquez,Indian Institute of Science Bangalore,1,0,166,10.3
4130,Satyapreet Singh Yadav,Indian Institute of Science Bangalore,4,0,46,10.3
4131,Pradeepa T Karnick,Indian Institute of Science Bangalore,5,0,6,10.3
4132,Kartheek Kumar Reddy Nareddy,Indian Institute of Science Bangalore,5,0,6,10.3
4133,Piyush Ranjan,Indian Institute of Science Bangalore,5,0,6,10.3
4134,Ana I Pérez-Neira,Indian Institute of Science Bangalore,1,0,166,10.3
4135,E Ó Colgáin,Indian Institute of Science Bangalore,1,0,166,10.3
4136,Chloé Arson,Indian Institute of Science Bangalore,1,0,166,10.3
4137,Sina Maleki,Indian Institute of Science Bangalore,1,0,166,10.3
4138,Yask Kulshreshtha,Indian Institute of Science Bangalore,2,0,126,10.3
4139,Philip J Vardon,Indian Institute of Science Bangalore,2,0,126,10.3
4140,Ali Aleali,Indian Institute of Science Bangalore,1,0,166,10.3
4141,Symeon Chatzinotas,Indian Institute of Science Bangalore,1,0,166,10.3
4142,Idil Deniz Akin,Indian Institute of Science Bangalore,1,0,166,10.3
4143,Jostin Vinroy D’Costa,Indian Institute of Science Bangalore,1,0,166,10.3
4144,India,PES University,5,0,6,10.3
4145,Arif Mohd Kamal,Indian Institute of Science Bangalore,4,0,46,10.3
4146,Tao Yang,Indian Institute of Science Bangalore,1,0,166,10.3
4147,Jason T DeJong,Indian Institute of Science Bangalore,1,0,166,10.3
4148,Ankita Koley,Indian Institute of Science Bangalore,5,0,6,10.3
4149,S Rajashree,PES University,5,0,6,10.3
4150,Alejandro Martínez,Indian Institute of Science Bangalore,1,0,166,10.3
4151,Ramarajan Ramanathan,Indian Institute of Science Bangalore,4,0,46,10.3
4152,Mamatha HR,PES University,5,0,6,10.3
4153,P R Yasasvi Gangavarapu,Indian Institute of Science Bangalore,5,0,6,10.3
4154,T K Das,Indian Institute of Science Bangalore,4,0,46,10.3
4155,Mary,CMR Institute of Technology,5,0,6,10.3
4156,V Srinivasan,Indian Institute of Science Bangalore,5,0,5,10.25
4157,V Vasumathi,Indian Institute of Science Bangalore,4,0,45,10.25
4158,Kallol Sen,Indian Institute of Science Bangalore,5,0,5,10.25
4159,Pragya Sharma,Indian Institute of Science Bangalore,4,0,45,10.25
4160,Neelagar,CMR Institute of Technology,4,0,45,10.25
4161,Neelam Sanjeev Kumar,PES University,5,0,5,10.25
4162,M Kollengode Ramachandran,Indian Institute of Science Bangalore,2,0,125,10.25
