id,title,abstract,keywords,researcher,guide,institution,year,processed,thesis_id,department,source_url,source,location,clean_text,detected_language
605,Interfacial Engineering of Hierarchical Carbon Fiber Reinforced Epoxy Laminates for Mechanical Property Enhancement and Self healing Ability,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Banerjee, Poulami","Bose, Suryasarathi",Indian Institute of Science Bangalore,2022,False,507873,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/507873,Shodhganga,Bengaluru,interfacial engineering hierarchical carbon fiber reinforced epoxy laminates mechanical property enhancement self healing ability,en
606,Hyperspectral remote sensing for soil property estimation in the context of spectral mixtures,"Abstract is available												
newline","Engineering, Engineering and Technology, Engineering Civil","George, Elizabeth Baby","Kumar, D Nagesh",Indian Institute of Science Bangalore,2022,False,483820,Civil Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/483820,Shodhganga,Bengaluru,hyperspectral remote sensing soil property estimation context spectral mixture abstract available,en
607,Resource Allocation for Natural Disasters using a Game theoretic Framework,"Abstract is available												
newline","Engineering, Engineering Aerospace, Engineering and Technology","Majumder, Rudrashis","Ghose, Debasish",Indian Institute of Science Bangalore,2022,False,483822,Aerospace Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/483822,Shodhganga,Bengaluru,resource allocation natural disasters game theoretic framework abstract available,en
608,Broadband Millimeter Wave CMOS Transceiver for 5G Mobile Communication and Radar Based Sensing,"Abstract is Available												
newline","Engineering, Engineering and Technology, Engineering Electrical and Electronic","Soni, Pushtivardhan","Banerjee, Gaurab",Indian Institute of Science Bangalore,2022,False,511826,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/511826,Shodhganga,Bengaluru,broadband millimeter wave cmo transceiver mobile communication radar based sensing abstract available,en
609,Optimization of Wastewater Treatment Process in a Bioreactor Through Hydrodynamic biokinetic Modeling and Experimental Studies,"Abstract is available												
newline","Engineering and Technology, Material Science, Mining and Mineral Processing","Reshma Mohan, T","Rao, Lakshminarayana and Sekhar, M and Mohan Kumar, M S",Indian Institute of Science Bangalore,2022,False,511934,Interdisciplinary Centre for Water Research,https://shodhganga.inflibnet.ac.in/handle/10603/511934,Shodhganga,Bengaluru,optimization wastewater treatment process bioreactor hydrodynamic biokinetic modeling experimental studies abstract available,en
610,Gaze Estimation in the Wild Models Datasets and Usability,,"Engineering, Engineering and Technology, Mechanics","Murthy, L. R. D.","Biswas, Pradipta",Indian Institute of Science Bangalore,2022,False,572903,Centre for Product Design and Manufacturing,https://shodhganga.inflibnet.ac.in/handle/10603/572903,Shodhganga,Bengaluru,gaze estimation wild models datasets usability,en
611,Influence of surface topography on wear and debris morphology of polymers,,"Engineering, Engineering and Technology, Engineering Mechanical","Gupta, Rajeev Kumar","Kailas, Satish V.",Indian Institute of Science Bangalore,2022,False,573325,Mechanical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/573325,Shodhganga,Bengaluru,influence surface topography wear debris morphology polymer,en
612,Design of Compact Antennas With Metasurface for Wideband and Wireless Applications,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Roy, Aritra","Vinoy, K. J.",Indian Institute of Science Bangalore,2022,False,573137,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/573137,Shodhganga,Bengaluru,design compact antennas metasurface wideband wireless applications,en
613,Inclusive and Eye Gaze Controlled Human Robot Interaction for Persons with Severe Speech and Motor Impairment,,"Engineering, Engineering and Technology, Mechanics","Sharma, Vinay Krishna","Biswas, Pradipta",Indian Institute of Science Bangalore,2022,False,573327,Centre for Product Design and Manufacturing,https://shodhganga.inflibnet.ac.in/handle/10603/573327,Shodhganga,Bengaluru,inclusive eye gaze controlled human robot interaction persons severe speech motor impairment,en
614,Experimental investigation of syngas combustion using a novel two stage combustor,,"Engineering, Engineering and Technology, Engineering Mechanical","Dolai, Atanu","Ravikrishna, R. V.",Indian Institute of Science Bangalore,2022,False,573329,Mechanical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/573329,Shodhganga,Bengaluru,experimental investigation syngas combustion novel stage combustor,en
615,Characterization of Interconnections in Smart X Applications,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Vijay, Rathinamala","Prabhakar, T. V.",Indian Institute of Science Bangalore,2022,False,573330,Electronic Systems Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/573330,Shodhganga,Bengaluru,characterization interconnections smart applications,en
616,Gravity flow of granular materials through a vertical channel,,"Engineering, Engineering and Technology, Engineering Chemical","Debnath, Bhanjan","Rao, K. Kesava and Kumaran, V.",Indian Institute of Science Bangalore,2022,False,572896,Chemical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/572896,Shodhganga,Bengaluru,gravity flow granular material vertical channel,en
617,A multiscale study of the thermodynamics and kinetics of vacancy grain boundary interactions,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Mridha, Subham","Subramanian, Karthikeyan",Indian Institute of Science Bangalore,2022,False,573333,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/573333,Shodhganga,Bengaluru,multiscale study thermodynamic kinetic vacancy grain boundary interaction,en
618,Smart Textiles with Tuneable Architectures for Multifunctional Applications,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Jagadeshvaran, P. L.","Bose, Suryasarathi",Indian Institute of Science Bangalore,2022,False,573332,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/573332,Shodhganga,Bengaluru,smart textiles tuneable architectures multifunctional applications,en
619,Data efficient Deep Learning Algorithms for Computer Vision Applications,,"Computer Science, Computer Science Information Systems, Engineering and Technology","Nayak, Gaurav Kumar","Chakraborty, Anirban",Indian Institute of Science Bangalore,2022,False,573331,Computational and Data Sciences,https://shodhganga.inflibnet.ac.in/handle/10603/573331,Shodhganga,Bengaluru,datum efficient deep learning algorithms computer vision applications,en
620,Design and development of Hybrid metal and polymer Additive manufacturing system,,"Engineering, Engineering and Technology, Engineering Manufacturing","Jayant, Hemang Kumar","Arora, Manish",Indian Institute of Science Bangalore,2022,False,575096,Centre for Product Design and Manufacturing,https://shodhganga.inflibnet.ac.in/handle/10603/575096,Shodhganga,Bengaluru,design development hybrid metal polymer additive manufacturing system,en
621,Studies on Two Stage Air Cooled Silica gel Water Adsorption Cooling System,,"Engineering, Engineering and Technology, Engineering Mechanical","Madhuri, Manila Reddy","Dutta, Pradip",Indian Institute of Science Bangalore,2023,False,579670,Mechanical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/579670,Shodhganga,Bengaluru,study stage air cooled silica gel water adsorption cooling system,en
622,Characterization and Control of Boundary Layer Transition Caused by Distributed Surface Roughness,,"Engineering, Engineering Aerospace, Engineering and Technology","Joseph, Robin","Diwan, Sourabh Suhas",Indian Institute of Science Bangalore,2023,False,579671,Aerospace Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/579671,Shodhganga,Bengaluru,characterization control boundary layer transition cause distributed surface roughness,en
623,Micromechanical understanding of the macroscopic features of dense granular materials,,"Engineering, Engineering and Technology, Engineering Chemical","Gautam, Ravi","Nott, Prabhu R.",Indian Institute of Science Bangalore,2023,False,579226,Chemical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/579226,Shodhganga,Bengaluru,micromechanical understanding macroscopic feature dense granular material,en
624,Resource aware state triggered networked control systems,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Rajan, Anushree","Tallapragada, Pavankumar",Indian Institute of Science Bangalore,2023,False,579223,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/579223,Shodhganga,Bengaluru,resource aware state trigger networked control system,en
625,Design Principles of Phenotypic Robustness and Plasticity in Gene Regulatory Networks underlying Cancer Metastasis,,"Engineering, Engineering and Technology, Engineering Multidisciplinary","Kishore, H. A. S. Shri","Jolly, Mohit Kumar",Indian Institute of Science Bangalore,2023,False,575841,Centre for BioSystems Science and Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/575841,Shodhganga,Bengaluru,design principles phenotypic robustness plasticity gene regulatory networks underlie cancer metastasis,en
626,An MLIR Based High Level Synthesis Compiler for Hardware Accelerator Design,,"Automation and Control Systems, Computer Science, Engineering and Technology","Majumder, Kingshuk","Bondhugula, Uday",Indian Institute of Science Bangalore,2023,False,575846,Computer Science and Automation,https://shodhganga.inflibnet.ac.in/handle/10603/575846,Shodhganga,Bengaluru,mlir base high level synthesis compiler hardware accelerator design,en
627,Deep Learning Based Channel Estimation in Wireless Communications,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Mattu, Sandesh Rao","Chockalingam, A",Indian Institute of Science Bangalore,2023,False,644461,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/644461,Shodhganga,Bengaluru,deep learning base channel estimation wireless communications,en
628,Capacity Computation and Coding for Input Constrained Channels,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Rameshwar, V. Arvind","Kashyap, Navin",Indian Institute of Science Bangalore,2023,False,577947,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/577947,Shodhganga,Bengaluru,capacity computation coding input constrained channels,en
629,Comprehensive investigation of the Mechanical behavior of nial x x pt pd Alloys effect of composition Orientation and temperature,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Tripathi, Ananya","Jayaram, Vikram and Kumar, Praveen",Indian Institute of Science Bangalore,2023,False,577952,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/577952,Shodhganga,Bengaluru,comprehensive investigation mechanical behavior nial pt pd alloys effect composition orientation temperature,en
630,Computational analysis of polymer nanocomposites across length scales,,"Engineering, Engineering and Technology, Engineering Civil",Abhiram B. R.,"Ghosh, Debraj",Indian Institute of Science Bangalore,2023,False,577943,Civil Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/577943,Shodhganga,Bengaluru,computational analysis polymer nanocomposite length scale,en
631,Understanding deformation mechanisms in the Hall Petch breakdown regime of Ni W alloys,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Pandey, Keerti","Chokshi, Atul H.",Indian Institute of Science Bangalore,2023,False,577946,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/577946,Shodhganga,Bengaluru,understand deformation mechanism hall petch breakdown regime ni alloy,en
632,Bioinspiration for battling bacteria  Nature inspired high aspect ratio nanostructures for new age antibacterial surfaces,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Roy, Anindo","Chatterjee, Kaushik",Indian Institute of Science Bangalore,2023,False,577945,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/577945,Shodhganga,Bengaluru,bioinspiration battle bacteria nature inspire high aspect ratio nanostructure new age antibacterial surface,en
633,Exploring Welfare Maximization and Fairness in Participatory Budgeting,,"Automation and Control Systems, Computer Science, Engineering and Technology","Sreedurga, Gogulapati","Narahari, Y.",Indian Institute of Science Bangalore,2023,False,577948,Computer Science and Automation,https://shodhganga.inflibnet.ac.in/handle/10603/577948,Shodhganga,Bengaluru,explore welfare maximization fairness participatory budgeting,en
634,Studies on EEG correlates of non ordinary states of consciousness and slow paced breathing,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Kumar G, Pradeep","Ramakrishnan, A. G.",Indian Institute of Science Bangalore,2023,False,575692,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/575692,Shodhganga,Bengaluru,study eeg correlate non ordinary state consciousness slow paced breathing,en
635,Experimental and numerical study of mechanics and mechanisms of mode I fracture of a textured magnesium alloy,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Sreedhar S, Arjun","Narasimhan, R",Indian Institute of Science Bangalore,2023,False,575681,Mechanical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/575681,Shodhganga,Bengaluru,experimental numerical study mechanic mechanism mode fracture texture magnesium alloy,en
636,Electron Microscopy Investigations of Surface modulated Nanomaterials for Electrocatalytic Applications,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Gayen, Meghabarna","Narayanan, Ravishankar",Indian Institute of Science Bangalore,2023,False,575683,Materials Research Centre,https://shodhganga.inflibnet.ac.in/handle/10603/575683,Shodhganga,Bengaluru,electron microscopy investigations surface modulate nanomaterials electrocatalytic applications,en
637,Computational study of membrane driven secondary structural changes in proteins,,"Engineering, Engineering and Technology, Engineering Chemical","Kulshrestha, Avijeet","Ayappa, K Ganapathy and  Punnathanam, Sudeep N",Indian Institute of Science Bangalore,2023,False,575691,Chemical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/575691,Shodhganga,Bengaluru,computational study membrane drive secondary structural change protein,en
638,Understanding the interplay between immune response and virus evolution,,"Engineering, Engineering and Technology, Engineering Chemical","Jagtap, Suraj","Roy, Rahul",Indian Institute of Science Bangalore,2023,False,575695,Chemical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/575695,Shodhganga,Bengaluru,understand interplay immune response virus evolution,en
639,Specification Synthesis with Constrained Horn Clauses,,"Computer Science, Computer Science Theory and Methods, Engineering and Technology","Prabhu S, Sumanth","D Souza, Deepak",Indian Institute of Science Bangalore,2023,False,576007,Computer Science and Automation,https://shodhganga.inflibnet.ac.in/handle/10603/576007,Shodhganga,Bengaluru,specification synthesis constrained horn clause,en
640,Micro carriers mediated bacteriophage delivery for targeting intracellular Mycobacterium tuberculosis infection and TB prevention,,"Engineering, Engineering and Technology, Engineering Multidisciplinary","Sharma, Pallavi Raj","Agarwal, Rachit",Indian Institute of Science Bangalore,2023,False,576006,Centre for BioSystems Science and Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576006,Shodhganga,Bengaluru,micro carrier mediate bacteriophage delivery target intracellular mycobacterium tuberculosis infection tb prevention,en
641,Mesoscale Modelling of sheared lamellar mesophases,,"Engineering, Engineering and Technology, Engineering Chemical","Pal, Arkaprava","Kumaran, V.",Indian Institute of Science Bangalore,2023,False,576009,Chemical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576009,Shodhganga,Bengaluru,mesoscale modelling sheared lamellar mesophase,en
642,End to end Resiliency Analysis Framework for Cloud Storage Services,,"Computer Science, Computer Science Interdisciplinary Applications, Engineering and Technology","Ghosh, Archita","Lakshmi, J",Indian Institute of Science Bangalore,2023,False,576003,Computational and Data Sciences,https://shodhganga.inflibnet.ac.in/handle/10603/576003,Shodhganga,Bengaluru,end end resiliency analysis framework cloud storage services,en
643,Experimental Investigations on Ramp induced Large Separation Bubble in a Hypersonic Flow,,"Engineering, Engineering Aerospace, Engineering and Technology","Ramji, V.","Jagadeesh , Gopalan and  Rao MV, Srisha",Indian Institute of Science Bangalore,2023,False,576150,Aerospace Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576150,Shodhganga,Bengaluru,experimental investigations ramp induce large separation bubble hypersonic flow,en
644,Exploring Hydrological Processe Modeling Decision and Deep Learning for Improved Hydrologic Assessment,,"Engineering, Engineering and Technology, Engineering Civil","Alexander, Ann Ashlin","Kumar, D. Nagesh",Indian Institute of Science Bangalore,2023,False,576149,Civil Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576149,Shodhganga,Bengaluru,explore hydrological processe modeling decision deep learning improved hydrologic assessment,en
645,Excitonic complexes in semiconducting monolayers and their twisted heterojunctions,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Chatterjee,  Kumar Suman","Majumdar, Kausik",Indian Institute of Science Bangalore,2023,False,576147,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576147,Shodhganga,Bengaluru,excitonic complex semiconducte monolayer twisted heterojunction,en
646,Investigations into the Thermo chemical Conversion of Simulated Refuse Derived Fuels with Different Plastic Contents,,"Engineering, Engineering and Technology, Engineering Multidisciplinary","Priyanka, Tripathi","Rao, Lakshminarayana",Indian Institute of Science Bangalore,2023,False,576467,Centre for Sustainable Technology,https://shodhganga.inflibnet.ac.in/handle/10603/576467,Shodhganga,Bengaluru,investigation thermo chemical conversion simulated refuse derived fuels different plastic content,en
647,Energy efficient Hardware and Algorithmic Techniques for Design of Low power Intelligent Systems,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Kumar, Kundan","Umanand , L and Thakur, Singh  Chetan",Indian Institute of Science Bangalore,2023,False,576465,Electronic Systems Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576465,Shodhganga,Bengaluru,energy efficient hardware algorithmic techniques design low power intelligent systems,en
648,On the creep behavior of Ni based solid solution alloys from binary to quaternary,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Bandla, Sri Divya","Chokshi, H Atul",Indian Institute of Science Bangalore,2023,False,576469,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576469,Shodhganga,Bengaluru,creep behavior ni base solid solution alloy binary quaternary,en
649,Ground displacements and stresses Around single and twin tunnels using Analytical and numerical approaches,,"Engineering, Engineering and Technology, Engineering Civil","Jain, Hemant","Kumar, Jyant and Sitharam, T. G.",Indian Institute of Science Bangalore,2023,False,576468,Civil Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576468,Shodhganga,Bengaluru,ground displacement stress single twin tunnel analytical numerical approach,en
650,Generalized Likelihood Ratio Procedures for Early Detection of Machine Faults,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","KV,  Chaythanya Krishna","Kumar, Anurag  and Sundaresan, Rajesh",Indian Institute of Science Bangalore,2023,False,576531,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576531,Shodhganga,Bengaluru,generalized likelihood ratio procedures early detection machine fault,en
651,Temporal Point Processes for Forecasting Events in Higher Order Networks,,"Computer Science, Computer Science Interdisciplinary Applications, Engineering and Technology","Gracious, Tony","Dukkipati, Ambedkar",Indian Institute of Science Bangalore,2023,False,576533,Computer Science and Automation,https://shodhganga.inflibnet.ac.in/handle/10603/576533,Shodhganga,Bengaluru,temporal point processes forecasting event higher order network,en
652,Prediction of multi physical properties of fibre reinforced composites using deep learning,,"Engineering, Engineering Aerospace, Engineering and Technology","Nakka, Rajesh","Harursampath, Dineshkumar",Indian Institute of Science Bangalore,2023,False,576628,Aerospace Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576628,Shodhganga,Bengaluru,prediction multi physical property fibre reinforce composite deep learning,en
653,Robust Station keeping and High Precision Attitude Control for a Spacecraft on Sun Earth L1 Halo Orbit,,"Engineering, Engineering Aerospace, Engineering and Technology","Vutukuri, Srianish","Padhi, Radhakant",Indian Institute of Science Bangalore,2023,False,576644,Aerospace Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576644,Shodhganga,Bengaluru,robust station keeping high precision attitude control spacecraft sun earth l1 halo orbit,en
654,Multimodal Sleep Staging and Diagnosis of Sleep Disorders,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Jain, Ritika","Ramakrishnan, A. G.",Indian Institute of Science Bangalore,2023,False,576643,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576643,Shodhganga,Bengaluru,multimodal sleep staging diagnosis sleep disorders,en
655,Studies on metal hydride based Multifunctional coupled Thermal battery systems,,"Engineering, Engineering and Technology, Engineering Mechanical","Malleswararao, Katamala","Dutta, Pradip",Indian Institute of Science Bangalore,2023,False,576645,Mechanical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576645,Shodhganga,Bengaluru,study metal hydride base multifunctional couple thermal battery system,en
656,Microstructure Corrosion Property Correlation in Electrodeposited Sn and Cu Based Coating Systems,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Lala, Sahibzada Roohan Farooq","Srivastava, Chandan",Indian Institute of Science Bangalore,2023,False,576672,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576672,Shodhganga,Bengaluru,microstructure corrosion property correlation electrodeposited sn cu based coating systems,en
657,Stochastic methods in time domain Electromagnetic computations,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","R, Kiran","Vinoy, K. J.",Indian Institute of Science Bangalore,2023,False,576727,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576727,Shodhganga,Bengaluru,stochastic method time domain electromagnetic computation,en
658,Insights into evaporation atomization and precipitate formation of polymer droplets,,"Engineering, Engineering and Technology, Engineering Mechanical","Raghuram, K S Gannena","Kumar, Aloke and Basu, Saptarshi",Indian Institute of Science Bangalore,2023,False,576242,Mechanical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576242,Shodhganga,Bengaluru,insight evaporation atomization precipitate formation polymer droplet,en
659,Expanding the Possibilities of Multifunctional Gelatin methacrylol Bioinks for 3D Bioprinting of Complex Biomimetic Tissue Constructs,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Das, Soumitra","Basu, Bikramjit",Indian Institute of Science Bangalore,2023,False,576780,Materials Research Centre,https://shodhganga.inflibnet.ac.in/handle/10603/576780,Shodhganga,Bengaluru,expand possibilities multifunctional gelatin methacrylol bioink 3d bioprinting complex biomimetic tissue construct,en
660,Investigating Neural Mechanisms of Word Learning and Speech Perception,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Soman, Akshara","Ganapathy, Sriram",Indian Institute of Science Bangalore,2023,False,612572,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612572,Shodhganga,Bengaluru,investigate neural mechanisms word learning speech perception,en
661,Effects of 3d Morphological Characteristics of Sand on Multi scale Intergranular and Sand geosynthetic Interactions,,"Engineering, Engineering and Technology, Engineering Civil","Khan, Rizwan","Madhavi Latha, G",Indian Institute of Science Bangalore,2023,False,612571,Civil Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612571,Shodhganga,Bengaluru,effect 3d morphological characteristics sand multi scale intergranular sand geosynthetic interaction,en
662,Bacterial cellular heterogeneity in inducible gene expression and drug susceptibility,,"Engineering, Engineering and Technology, Engineering Multidisciplinary","Ratnasri, K","Roy, Rahul",Indian Institute of Science Bangalore,2023,False,612569,Centre for BioSystems Science and Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612569,Shodhganga,Bengaluru,bacterial cellular heterogeneity inducible gene expression drug susceptibility,en
663,Graph Clustering Approaches for Speaker Diarization of Conversational Speech,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Singh, Prachi","Ganapathy, Sriram",Indian Institute of Science Bangalore,2023,False,613202,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613202,Shodhganga,Bengaluru,graph clustering approaches speaker diarization conversational speech,en
664,Investigation of multiscale biological phenomenon using kinetic modeling and molecular dynamics simulations,,"Engineering, Engineering and Technology, Engineering Chemical","Choudhury, Samlesh","Ayappa, K Ganapathy",Indian Institute of Science Bangalore,2023,False,613196,Chemical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613196,Shodhganga,Bengaluru,investigation multiscale biological phenomenon kinetic modeling molecular dynamic simulation,en
665,Improved Derivative based Regularizations for Imaging Inverse problems,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Ghulyani, Manu","Arigovindan, Muthuvel",Indian Institute of Science Bangalore,2023,False,613191,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613191,Shodhganga,Bengaluru,improved derivative base regularizations imaging inverse problem,en
666,Pulse Width Modulation Techniques of Two level Inverter Fed Asymmetrical Six phase Machine Drive in Linear and Overmodulation Regions,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Paul, Sayan","Basu, Kaushik",Indian Institute of Science Bangalore,2023,False,613194,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613194,Shodhganga,Bengaluru,pulse width modulation techniques level inverter fed asymmetrical phase machine drive linear overmodulation regions,en
667,High Throughput Bending Tests for Investigating Creep Behavior Affected by Structural and Microstructural Inhomogeneities,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Hijazi, Faizan","Jayaram, Vikram and Kumar, Praveen",Indian Institute of Science Bangalore,2023,False,613193,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613193,Shodhganga,Bengaluru,high throughput bend tests investigate creep behavior affect structural microstructural inhomogeneities,en
668,Adaptive Wideband Microwave Signal Processing Using Reconfigurable Integrated Photonics,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Geremew, Fekadu Mihret","Srinivas, T",Indian Institute of Science Bangalore,2023,False,613192,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613192,Shodhganga,Bengaluru,adaptive wideband microwave signal processing reconfigurable integrated photonics,en
669,Platinum overlayers characterization and fabrication via self terminating electrodeposition,,"Engineering, Engineering and Technology, Engineering Civil","Agrawal, Khantesh","Venugopal, S",Indian Institute of Science Bangalore,2023,False,613195,Chemical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613195,Shodhganga,Bengaluru,platinum overlayer characterization fabrication self terminate electrodeposition,en
670,Investigations of Sensors Based on New Molecular Architectonics Synthesis Fabrication and Application,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Shekar, Shweta","Ramamurthy, Praveen C",Indian Institute of Science Bangalore,2023,False,613203,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613203,Shodhganga,Bengaluru,investigation sensor base new molecular architectonics synthesis fabrication application,en
671,Graph Clustering Approaches for Speaker Diarization of Conversational Speech,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Singh, Prachi","Ganapathy, Sriram",Indian Institute of Science Bangalore,2023,False,613197,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613197,Shodhganga,Bengaluru,graph clustering approaches speaker diarization conversational speech,en
672,Evaluation Frameworks for Informed Multi Site Multi Variate Hydrological Assessment,,"Engineering, Engineering and Technology, Engineering Civil","Srivastava, Saumya","Nagesh Kumar, D",Indian Institute of Science Bangalore,2023,False,612901,Civil Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612901,Shodhganga,Bengaluru,evaluation frameworks informed multi site multi variate hydrological assessment,en
673,Development of High Throughput Intelligent Indoor Optical Wireless Communication Systems,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Ahmad, Faheem","Raghunathan, Varun",Indian Institute of Science Bangalore,2023,False,612899,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612899,Shodhganga,Bengaluru,development high throughput intelligent indoor optical wireless communication systems,en
674,Automatic Speech Recognition Solutions For Resource Constrained Devices,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Sasindran, Zitha","Prabhakar, T V",Indian Institute of Science Bangalore,2023,False,612903,Electronic Systems Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612903,Shodhganga,Bengaluru,automatic speech recognition solutions resource constrained devices,en
675,Advanced Light Sheet Volume Flow Cytometry VFC iLIFE and Spectroscopy System for Cell Biophysics and Clinical Biology,,"Engineering, Engineering and Technology, Instruments and Instrumentation","Kumar, Prashant","Mondal, Partha P",Indian Institute of Science Bangalore,2023,False,612888,Instrumentaion and Applied Physics,https://shodhganga.inflibnet.ac.in/handle/10603/612888,Shodhganga,Bengaluru,advanced light sheet volume flow cytometry vfc ilife spectroscopy system cell biophysics clinical biology,en
676,Reduced Electrolytic Capacitor Based Single Phase Converters Topologies Control and Stability,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Mukhopadhyay, Anwesha","John, Vinod",Indian Institute of Science Bangalore,2023,False,612902,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612902,Shodhganga,Bengaluru,reduced electrolytic capacitor base single phase converters topologies control stability,en
677,Analog Compute for Edge AI Devices Circuits  SoC,,"Engineering, Engineering and Technology, Engineering Multidisciplinary","Kumar, Pratik","Ghosh, Arindam and Thakur, Chetan Singh",Indian Institute of Science Bangalore,2023,False,612895,Centre for Nano Science and Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612895,Shodhganga,Bengaluru,analog compute edge ai devices circuits soc,en
