rank,researcher,institution,publications,theses,citations,research_score
40215,Krupa P Nadgir,R V College of Engineering,1,0,0,2.0
40216,Y Krupa,International Institute of Information Technology Bangalore,1,0,0,2.0
40217,Krutharth R Kumar,International Institute of Information Technology Bangalore,1,0,0,2.0
40218,Kristipati Pravallika,PES University,1,0,0,2.0
40219,Krithick Roshan V,PES University,1,0,0,2.0
40220,M Krithika,International Institute of Information Technology Bangalore,1,0,0,2.0
40221,K Sushma,B.M.S. College of Engineering,1,0,0,2.0
40222,K Sushma,PES University,1,0,0,2.0
40223,K V Sushmitha,Indian Institute of Science Bangalore,1,0,0,2.0
40224,Kamala C,B.M.S. College of Engineering,1,0,0,2.0
40225,Divakar Harekal,R V College of Engineering,1,0,0,2.0
40226,Monika Divakar,B.M.S. College of Engineering,1,0,0,2.0
40227,Ratnangshu,Indian Institute of Science Bangalore,1,0,0,2.0
40228,Adeesh Acharya,PES University,1,0,0,2.0
40229,Adit Acharya,PES University,1,0,0,2.0
40230,Anagha Acharya,B.M.S. College of Engineering,1,0,0,2.0
40231,Shikhar Rastogi,International Institute of Information Technology Bangalore,1,0,0,2.0
40232,L Divija,PES University,1,0,0,2.0
40233,Rushingwa Divin Ntwali,B.M.S. College of Engineering,1,0,0,2.0
40234,Divya,B.M.S. College of Engineering,1,0,0,2.0
40235,Divya Prakash Dubey,Indian Institute of Science Bangalore,1,0,0,2.0
40236,Divya G R,B.M.S. College of Engineering,1,0,0,2.0
40237,H Divya,PES University,1,0,0,2.0
40238,Divya M Kannur,Dayananda Sagar College of Engineering,1,0,0,2.0
40239,Rashid T Tahasildar,PES University,1,0,0,2.0
40240,Abusufiyan Athani Samarth Kumar,PES University,1,0,0,2.0
40241,Disha,B.M.S. College of Engineering,1,0,0,2.0
40242,Disha,CMR Institute of Technology,1,0,0,2.0
40243,Disha Girish,B.M.S. College of Engineering,1,0,0,2.0
40244,Disha Harish,PES University,1,0,0,2.0
40245,Disha K Sanketh,International Institute of Information Technology Bangalore,1,0,0,2.0
40246,Disha P Khanted,B.M.S. College of Engineering,1,0,0,2.0
40247,Disha M Nayak,International Institute of Information Technology Bangalore,1,0,0,2.0
40248,Rath,CMR Institute of Technology,1,0,0,2.0
40249,Vijayasarathy Rathanasalam,International Institute of Information Technology Bangalore,1,0,0,2.0
40250,Srishti Rathi,B.M.S. College of Engineering,1,0,0,2.0
40251,M H Divakar,International Institute of Information Technology Bangalore,1,0,0,2.0
40252,Suman C K,B.M.S. College of Engineering,1,0,0,2.0
40253,K C Tejas,International Institute of Information Technology Bangalore,1,0,0,2.0
40254,Vinutha C K,M.S. Ramaiah Institute of Technology,1,0,0,2.0
40255,Midhun C Kachapilly,Indian Institute of Science Bangalore,1,0,0,2.0
40256,B C Santhrupth,International Institute of Information Technology Bangalore,1,0,0,2.0
40257,Shaan Subbaiah B C,B.M.S. College of Engineering,1,0,0,2.0
40258,Hemendra Arya,Indian Institute of Science Bangalore,1,0,0,2.0
40259,Achanta Sri Shanmukh,PES University,1,0,0,2.0
40260,Ravi Sundaram,Indian Institute of Science Bangalore,1,0,0,2.0
40261,Sunitha Ravi,B.M.S. College of Engineering,1,0,0,2.0
40262,Ravi Surana,R V College of Engineering,1,0,0,2.0
40263,Vadlamani Ravi,PES University,1,0,0,2.0
40264,Vinayakumar Ravi,B.M.S. College of Engineering,1,0,0,2.0
40265,Raunak Sengupta,PES University,1,0,0,2.0
40266,Raunak Singh,PES University,1,0,0,2.0
40267,Vishwajeet Raut,PES University,1,0,0,2.0
40268,Ravi,B.M.S. College of Engineering,1,0,0,2.0
40269,S Ravi,Indian Institute of Science Bangalore,1,0,0,2.0
40270,Ravi Shankar,B.M.S. College of Engineering,1,0,0,2.0
40271,Ravi Shankar,PES University,1,0,0,2.0
40272,Dipika Pradhan,Indian Institute of Science Bangalore,1,0,0,2.0
40273,Dishita Mahendrakar,PES University,1,0,0,2.0
40274,Lourduraj AC,M.S. Ramaiah Institute of Technology,1,0,0,2.0
40275,Accamma,CMR Institute of Technology,1,0,0,2.0
40276,Achal Shetty Ubaradka,PES University,1,0,0,2.0
40277,Achala Bhandari,B.M.S. College of Engineering,1,0,0,2.0
40278,K Swathi,International Institute of Information Technology Bangalore,1,0,0,2.0
40279,K Swetha,International Institute of Information Technology Bangalore,1,0,0,2.0
40280,K T Yasser,Indian Institute of Science Bangalore,1,0,0,2.0
40281,Tejas K V,B.M.S. College of Engineering,1,0,0,2.0
40282,Thomas K Varghese,PES University,1,0,0,2.0
40283,Udhayakumar K,B.M.S. College of Engineering,1,0,0,2.0
40284,K Umesh,Indian Institute of Science Bangalore,1,0,0,2.0
40285,K Veerabhadrappa,PES University,1,0,0,2.0
40286,K Veeresh,International Institute of Information Technology Bangalore,1,0,0,2.0
40287,K Venkataramana,Indian Institute of Science Bangalore,1,0,0,2.0
40288,Ravishankar Sathyamurthyg,B.M.S. College of Engineering,1,0,0,2.0
40289,Sriram Ravishankar,B.M.S. College of Engineering,1,0,0,2.0
40290,Ravishree,CMR Institute of Technology,1,0,0,2.0
40291,Raviteja Sammeta,Indian Institute of Science Bangalore,1,0,0,2.0
40292,YT Ravikiran,B.M.S. College of Engineering,1,0,0,2.0
40293,RVSSN Ravikumar,Dayananda Sagar College of Engineering,1,0,0,2.0
40294,Ravindra,Dayananda Sagar College of Engineering,1,0,0,2.0
40295,C Kavitha,PES University,1,0,0,2.0
40296,Keerthana C P,PES University,1,0,0,2.0
40297,C R Shashi Kiran,R V College of Engineering,1,0,0,2.0
40298,C Shashi Kiran,R V College of Engineering,1,0,0,2.0
40299,C R Komala,Dayananda Sagar College of Engineering,1,0,0,2.0
40300,Dipti Taram,Indian Institute of Science Bangalore,1,0,0,2.0
40301,Diptiranjan Samantaray,International Institute of Information Technology Bangalore,1,0,0,2.0
40302,Dipendrasingh Kain,Indian Institute of Science Bangalore,1,0,0,2.0
40303,Dipesh Tamboli,Indian Institute of Science Bangalore,1,0,0,2.0
40304,Vaishnav R Krishnan,PES University,1,0,0,2.0
40305,Mahendra kumar C,International Institute of Information Technology Bangalore,1,0,0,2.0
40306,C N S Vinoth Kumar,R V College of Engineering,1,0,0,2.0
40307,Vijaya Kumar C N,International Institute of Information Technology Bangalore,1,0,0,2.0
40308,Nikhil Kumar C,PES University,1,0,0,2.0
40309,Pavan Kumar C,B.M.S. College of Engineering,1,0,0,2.0
40310,C S Vinod Kumar,International Institute of Information Technology Bangalore,1,0,0,2.0
40311,Dipanjan Sengupta,B.M.S. College of Engineering,1,0,0,2.0
40312,Dipanwita Sinha Mukherjee,Indian Institute of Science Bangalore,1,0,0,2.0
40313,Diptak Pal,B.M.S. College of Engineering,1,0,0,2.0
40314,Dipten Maiti,Indian Institute of Science Bangalore,1,0,0,2.0
40315,Dipti Sakhare,International Institute of Information Technology Bangalore,1,0,0,2.0
40316,Thalita Fernandes de Abreu,Indian Institute of Science Bangalore,1,0,0,2.0
40317,Varun Ravindra Udbalker,PES University,1,0,0,2.0
40318,Sumedh Ravindran,PES University,1,0,0,2.0
40319,Ravishankar Sankaranarayanan,R V College of Engineering,1,0,0,2.0
40320,Shubham Rawat,Indian Institute of Science Bangalore,1,0,0,2.0
40321,S Ray,Indian Institute of Science Bangalore,1,0,0,2.0
40322,Dipanjan Gope,R V College of Engineering,1,0,0,2.0
40323,MAHESH KUMAR C L,Indian Institute of Science Bangalore,1,0,0,2.0
40324,Mihir S Arya,R V College of Engineering,1,0,0,2.0
40325,Arya S Patil,R V College of Engineering,1,0,0,2.0
40326,Krishnaprasad Vijayshankar,B.M.S. College of Engineering,1,0,0,2.0
40327,Krishnaraj Natarajan,PES University,1,0,0,2.0
40328,Shreyas Krishnaswamy,R V College of Engineering,1,0,0,2.0
40329,S Krishnatejaswi,R V College of Engineering,1,0,0,2.0
40330,Krisna Sanjaya,PES University,1,0,0,2.0
40331,Kristina O Kvashnina,Indian Institute of Science Bangalore,1,0,0,2.0
40332,Krishnamurthy Sainath,B.M.S. College of Engineering,1,0,0,2.0
40333,Tejaswini Krishnamurthy,Indian Institute of Science Bangalore,1,0,0,2.0
40334,M Murali Krishnan,B.M.S. College of Engineering,1,0,0,2.0
40335,Madhav Krishnan Vijayan,Indian Institute of Science Bangalore,1,0,0,2.0
40336,RDS,CMR Institute of Technology,1,0,0,2.0
40337,Rebecca Thombre,Indian Institute of Science Bangalore,1,0,0,2.0
40338,Abraham M Illickan,Indian Institute of Science Bangalore,1,0,0,2.0
40339,Jayanthi Abraham,PES University,1,0,0,2.0
40340,Joel Abraham,M.S. Ramaiah Institute of Technology,1,0,0,2.0
40341,Abraham Lomi,Indian Institute of Science Bangalore,1,0,0,2.0
40342,Abraham Melkie Tadesse,R V College of Engineering,1,0,0,2.0
40343,Seann Meriam Abraham,PES University,1,0,0,2.0
40344,Ajith abraham†,B.M.S. College of Engineering,1,0,0,2.0
40345,Sheeba Kumari C,Indian Institute of Science Bangalore,1,0,0,2.0
40346,Kusuma C,B.M.S. College of Engineering,1,0,0,2.0
40347,C L Pooja,International Institute of Information Technology Bangalore,1,0,0,2.0
40348,C Lacour,Indian Institute of Science Bangalore,1,0,0,2.0
40349,Laksh C,B.M.S. College of Engineering,1,0,0,2.0
40350,Lakshmi C,International Institute of Information Technology Bangalore,1,0,0,2.0
40351,Supratim Ray,Indian Institute of Science Bangalore,1,0,0,2.0
40352,Dineshkumar Harur Sampath,Indian Institute of Science Bangalore,1,0,0,2.0
40353,YI Ming Ding,Indian Institute of Science Bangalore,1,0,0,2.0
40354,Mingzhou Ding,Indian Institute of Science Bangalore,1,0,0,2.0
40355,Vivian Ding,Indian Institute of Science Bangalore,1,0,0,2.0
40356,SAI SHIVA SUMANTH REDDY,B.M.S. College of Engineering,1,0,0,2.0
40357,Sankara Reddy Thamma,Dayananda Sagar College of Engineering,1,0,0,2.0
40358,Vinay Raya,Dayananda Sagar College of Engineering,1,0,0,2.0
40359,Rayaguru,CMR Institute of Technology,1,0,0,2.0
40360,S Thenmozhi Rayan,B.M.S. College of Engineering,1,0,0,2.0
40361,S Thenmozhi Rayan4,B.M.S. College of Engineering,1,0,0,2.0
40362,Benny Mathews Abraham,International Institute of Information Technology Bangalore,1,0,0,2.0
40363,Divya Abraham,PES University,1,0,0,2.0
40364,Ebinesh Abraham R,Indian Institute of Science Bangalore,1,0,0,2.0
40365,Rayudu Srishti,PES University,1,0,0,2.0
40366,RB,B.M.S. College of Engineering,1,0,0,2.0
40367,RC,B.M.S. College of Engineering,1,0,0,2.0
40368,Siddharth Reddy Rolla,Indian Institute of Science Bangalore,1,0,0,2.0
40369,Dinesh Rangappa,B.M.S. College of Engineering,1,0,0,2.0
40370,Sankar Dinesh,R V College of Engineering,1,0,0,2.0
40371,Dinesh Yuvaraju,PES University,1,0,0,2.0
40372,DINESHA,B.M.S. College of Engineering,1,0,0,2.0
40373,Sasirekha Krishnan,Indian Institute of Science Bangalore,1,0,0,2.0
40374,K V Vijayendra,International Institute of Information Technology Bangalore,1,0,0,2.0
40375,Yashita Varsha K,PES University,1,0,0,2.0
40376,K Vasanth,Indian Institute of Science Bangalore,1,0,0,2.0
40377,Veena K,B.M.S. College of Engineering,1,0,0,2.0
40378,Arya Tapikar,PES University,1,0,0,2.0
40379,Vedansh Arya,Indian Institute of Science Bangalore,1,0,0,2.0
40380,Aryabhatt M Reghu,Indian Institute of Science Bangalore,1,0,0,2.0
40381,Aryachandran S,PES University,1,0,0,2.0
40382,Aryan,B.M.S. College of Engineering,1,0,0,2.0
40383,M R Krishnamurthy,M.S. Ramaiah Institute of Technology,1,0,0,2.0
40384,Abishek Thekkeyil Kunnath,Indian Institute of Science Bangalore,1,0,0,2.0
40385,Abolfazl Mehbodniya,PES University,1,0,0,2.0
40386,Sathish Reddy,B.M.S. College of Engineering,1,0,0,2.0
40387,VRavi Sekhara Reddy,International Institute of Information Technology Bangalore,1,0,0,2.0
40388,Shreyas Reddy,PES University,1,0,0,2.0
40389,Shyam Reddy,Dayananda Sagar College of Engineering,1,0,0,2.0
40390,C Lavanya,R V College of Engineering,1,0,0,2.0
40391,Reeda Lenus C,Dayananda Sagar College of Engineering,1,0,0,2.0
40392,C S Likhith,International Institute of Information Technology Bangalore,1,0,0,2.0
40393,C Likhitha,M.S. Ramaiah Institute of Technology,1,0,0,2.0
40394,C S Likhitha,Indian Institute of Science Bangalore,1,0,0,2.0
40395,M C Likith,PES University,1,0,0,2.0
40396,Linet Thomas C,Indian Institute of Science Bangalore,1,0,0,2.0
40397,M C MAHESHKUMAR,PES University,1,0,0,2.0
40398,Dinesh Kumar Yadav,International Institute of Information Technology Bangalore,1,0,0,2.0
40399,RG Reddy,B.M.S. College of Engineering,1,0,0,2.0
40400,M KRISHNAMURTHY,PES University,1,0,0,2.0
40401,J Ruby Dinakar,PES University,1,0,0,2.0
40402,DinamaniMuthaiah,B.M.S. College of Engineering,1,0,0,2.0
40403,Moumita Dinda,Indian Institute of Science Bangalore,1,0,0,2.0
40404,Dinesh Kumar G,B.M.S. College of Engineering,1,0,0,2.0
40405,Dinesh Kumar G,R V College of Engineering,1,0,0,2.0
40406,Dinesh Gaitonde,International Institute of Information Technology Bangalore,1,0,0,2.0
40407,Dinesh M,B.M.S. College of Engineering,1,0,0,2.0
40408,Prameela Dinesh,Indian Institute of Science Bangalore,1,0,0,2.0
40409,Smriti Reddy U,Dayananda Sagar College of Engineering,1,0,0,2.0
40410,Sreevallabha Reddy,B.M.S. College of Engineering,1,0,0,2.0
40411,Sreya Reddy,CMR Institute of Technology,1,0,0,2.0
40412,Jeeru Dinesh,B.M.S. College of Engineering,1,0,0,2.0
40413,Jeeru Dinesh Reddy,B.M.S. College of Engineering,1,0,0,2.0
40414,T Dinesh Ram Kumar,Indian Institute of Science Bangalore,1,0,0,2.0
40415,Lakshminarayan C,B.M.S. College of Engineering,1,0,0,2.0
40416,Dimpy Sharma,Indian Institute of Science Bangalore,1,0,0,2.0
40417,Dina Goodman,Indian Institute of Science Bangalore,1,0,0,2.0
40418,Dinabandhu Pradhan,Indian Institute of Science Bangalore,1,0,0,2.0
40419,P Krishnamurthy,Indian Institute of Science Bangalore,1,0,0,2.0
40420,B C Udayashankar,R V College of Engineering,1,0,0,2.0
40421,Yogeesha C B,B.M.S. College of Engineering,1,0,0,2.0
40422,Neha B Chadaga,B.M.S. College of Engineering,1,0,0,2.0
40423,B N Chaitra,PES University,1,0,0,2.0
40424,B Chaluvaraju,B.M.S. College of Engineering,1,0,0,2.0
40425,H B Chandan,Indian Institute of Science Bangalore,1,0,0,2.0
40426,K Venkataramaniah,Indian Institute of Science Bangalore,1,0,0,2.0
40427,K Venkatesha,Indian Institute of Science Bangalore,1,0,0,2.0
40428,Shafi KA,Indian Institute of Science Bangalore,1,0,0,2.0
40429,Nallam Krishnaiah,International Institute of Information Technology Bangalore,1,0,0,2.0
40430,Krishnarjun Krishnamoorthy,Indian Institute of Science Bangalore,1,0,0,2.0
40431,Krishnamurthy,B.M.S. College of Engineering,1,0,0,2.0
40432,S Rekha,PES University,1,0,0,2.0
40433,U Abinash Patro,Indian Institute of Science Bangalore,1,0,0,2.0
40434,Abinaya,CMR Institute of Technology,1,0,0,2.0
40435,Abinaya Srikanth,PES University,1,0,0,2.0
40436,K Abinayaa,Indian Institute of Science Bangalore,1,0,0,2.0
40437,Anne Abio,Indian Institute of Science Bangalore,1,0,0,2.0
40438,Udaykiran Reddy,Dayananda Sagar College of Engineering,1,0,0,2.0
40439,Venkata Reddy,International Institute of Information Technology Bangalore,1,0,0,2.0
40440,Vijay Reddy,R V College of Engineering,1,0,0,2.0
40441,Vinay Reddy,PES University,1,0,0,2.0
40442,Vinod Reddy,R V College of Engineering,1,0,0,2.0
40443,Dilrukshi Gamage,International Institute of Information Technology Bangalore,1,0,0,2.0
40444,Dimitra Psychogiou,Indian Institute of Science Bangalore,1,0,0,2.0
40445,M C Manjunath,International Institute of Information Technology Bangalore,1,0,0,2.0
40446,Yadamakanti Sushmitha Reddy,PES University,1,0,0,2.0
40447,Tarun Reddy Tallapureddy,International Institute of Information Technology Bangalore,1,0,0,2.0
40448,Reena,CMR Institute of Technology,1,0,0,2.0
40449,Sami Ur Rehman,R V College of Engineering,1,0,0,2.0
40450,Ting Rei Tan,Indian Institute of Science Bangalore,1,0,0,2.0
40451,S Arya,Dayananda Sagar College of Engineering,1,0,0,2.0
40452,K Vijayaraja,Dayananda Sagar College of Engineering,1,0,0,2.0
40453,Vijaylakshmi K,B.M.S. College of Engineering,1,0,0,2.0
40454,Vikas K,B.M.S. College of Engineering,1,0,0,2.0
40455,Vineetha K,B.M.S. College of Engineering,1,0,0,2.0
40456,K Yashaswini,B.M.S. College of Engineering,1,0,0,2.0
40457,Aryan Humnabadkar,PES University,1,0,0,2.0
40458,Aryan Jha,R V College of Engineering,1,0,0,2.0
40459,Aryan Joy,PES University,1,0,0,2.0
40460,Aryan Kumar Singh,Indian Institute of Science Bangalore,1,0,0,2.0
40461,Vamshi Krishna,B.M.S. College of Engineering,1,0,0,2.0
40462,Vijay KRISHNA,PES University,1,0,0,2.0
40463,Shifra Reif,Indian Institute of Science Bangalore,1,0,0,2.0
40464,Dileep Kumar,CMR Institute of Technology,1,0,0,2.0
40465,Dileep Kumar Yendluri,International Institute of Information Technology Bangalore,1,0,0,2.0
40466,Abiola O B,PES University,1,0,0,2.0
40467,K Abirami,PES University,1,0,0,2.0
40468,Rekha Sethi,International Institute of Information Technology Bangalore,1,0,0,2.0
40469,Rekha Velluri,International Institute of Information Technology Bangalore,1,0,0,2.0
40470,DIlip Kumar,CMR Institute of Technology,1,0,0,2.0
40471,Dilip Kumar Maripuri,PES University,1,0,0,2.0
40472,Dilip Kumar Mohapatra,PES University,1,0,0,2.0
40473,N Dilip Kumar,R V College of Engineering,1,0,0,2.0
40474,Dilip Yadav,R V College of Engineering,1,0,0,2.0
40475,V K DILIPKUMAR,B.M.S. College of Engineering,1,0,0,2.0
40476,Dilipkumar Vilasrao Kalse,B.M.S. College of Engineering,1,0,0,2.0
40477,Dilpreet Singh,Dayananda Sagar College of Engineering,1,0,0,2.0
40478,C M Sangmesh,PES University,1,0,0,2.0
40479,C M Sharvani,Dayananda Sagar College of Engineering,1,0,0,2.0
40480,Dilip,Indian Institute of Science Bangalore,1,0,0,2.0
40481,ROSHAN RENJITH,R V College of Engineering,1,0,0,2.0
40482,Abideen Idowu Adeogun,B.M.S. College of Engineering,1,0,0,2.0
40483,B C Kruthika,M.S. Ramaiah Institute of Technology,1,0,0,2.0
40484,B C Manujakshi,B.M.S. College of Engineering,1,0,0,2.0
40485,B C Nagaveni,International Institute of Information Technology Bangalore,1,0,0,2.0
40486,B C Prasannakumara,B.M.S. College of Engineering,1,0,0,2.0
40487,B C Samrudh,PES University,1,0,0,2.0
40488,Manikantha K1,B.M.S. College of Engineering,1,0,0,2.0
40489,Rankit Kachroo,Indian Institute of Science Bangalore,1,0,0,2.0
40490,Sharanappagouda Kadabinakatti,Indian Institute of Science Bangalore,1,0,0,2.0
40491,Santaji Krishna Shinde,International Institute of Information Technology Bangalore,1,0,0,2.0
40492,Abilash Desai,International Institute of Information Technology Bangalore,1,0,0,2.0
40493,abina Rahaman,B.M.S. College of Engineering,1,0,0,2.0
40494,Renu Tewari,Indian Institute of Science Bangalore,1,0,0,2.0
40495,K U Dikshitha,International Institute of Information Technology Bangalore,1,0,0,2.0
40496,C M Tejaswini,R V College of Engineering,1,0,0,2.0
40497,S Renuka,PES University,1,0,0,2.0
40498,Reshma,CMR Institute of Technology,1,0,0,2.0
40499,Revankar,CMR Institute of Technology,1,0,0,2.0
40500,V Revathi,International Institute of Information Technology Bangalore,1,0,0,2.0
40501,Venkata Sravani Revuri,PES University,1,0,0,2.0
40502,Rex,CMR Institute of Technology,1,0,0,2.0
40503,Digbijov N Nath,Indian Institute of Science Bangalore,1,0,0,2.0
40504,N Digvijay,PES University,1,0,0,2.0
40505,Dijana Mosić,Indian Institute of Science Bangalore,1,0,0,2.0
40506,Diksha Kadre,Indian Institute of Science Bangalore,1,0,0,2.0
40507,Diksha U S,International Institute of Information Technology Bangalore,1,0,0,2.0
40508,Diksha Seth,Indian Institute of Science Bangalore,1,0,0,2.0
40509,Mahalakshmi C V,International Institute of Information Technology Bangalore,1,0,0,2.0
40510,S C Maheshwar,Indian Institute of Science Bangalore,1,0,0,2.0
40511,C Mallikarjunaswamy,International Institute of Information Technology Bangalore,1,0,0,2.0
40512,Didier Soft,Indian Institute of Science Bangalore,1,0,0,2.0
40513,Diego James,Indian Institute of Science Bangalore,1,0,0,2.0
40514,Dietrich R T Zahn,Indian Institute of Science Bangalore,1,0,0,2.0
40515,Hemanta DIKSHIT,Indian Institute of Science Bangalore,1,0,0,2.0
40516,Abhishikath Kumar Soni,B.M.S. College of Engineering,1,0,0,2.0
40517,Dyuthi Abhitha Prakash,B.M.S. College of Engineering,1,0,0,2.0
40518,Abhra Chaudhuri,Indian Institute of Science Bangalore,1,0,0,2.0
40519,Abhra Ghosh,International Institute of Information Technology Bangalore,1,0,0,2.0
40520,P Ribhu Abhusan,International Institute of Information Technology Bangalore,1,0,0,2.0
40521,Abhyuday Verma,Indian Institute of Science Bangalore,1,0,0,2.0
40522,Nguyen Thi Dieu Linh,International Institute of Information Technology Bangalore,1,0,0,2.0
40523,Samuel Vallejo Diez,Indian Institute of Science Bangalore,1,0,0,2.0
40524,Manasa C,B.M.S. College of Engineering,1,0,0,2.0
40525,C Manjeshwar,B.M.S. College of Engineering,1,0,0,2.0
40526,C Manjunatha,B.M.S. College of Engineering,1,0,0,2.0
40527,C S Manohar,Indian Institute of Science Bangalore,1,0,0,2.0
40528,JULIA DIAS SANTAGATA,Indian Institute of Science Bangalore,1,0,0,2.0
40529,Manu C,B.M.S. College of Engineering,1,0,0,2.0
40530,Ridhima Sudhir,PES University,1,0,0,2.0
40531,Saurav Rijal,B.M.S. College of Engineering,1,0,0,2.0
40532,T Krishna,B.M.S. College of Engineering,1,0,0,2.0
40533,Avnish Aryan Jha,PES University,1,0,0,2.0
40534,Yash Aryan Chopra,International Institute of Information Technology Bangalore,1,0,0,2.0
40535,Aryan Deo,PES University,1,0,0,2.0
40536,Aryan Gupta,PES University,1,0,0,2.0
40537,Murali Kadambi,Indian Institute of Science Bangalore,1,0,0,2.0
40538,Rama Krishna Prasad,M.S. Ramaiah Institute of Technology,1,0,0,2.0
40539,R V V Krishna,International Institute of Information Technology Bangalore,1,0,0,2.0
40540,V Rama Krishna Reddy,PES University,1,0,0,2.0
40541,Rimjhim Spandan,Indian Institute of Science Bangalore,1,0,0,2.0
40542,Rineeth Saladi,PES University,1,0,0,2.0
40543,Dibyashree Panda,PES University,1,0,0,2.0
40544,Dhruva Kashyap,PES University,1,0,0,2.0
40545,Dhruva S Kashyap,R V College of Engineering,1,0,0,2.0
40546,Dhruva Kumar,Indian Institute of Science Bangalore,1,0,0,2.0
40547,Madhur Dhruvaraja Harihara,PES University,1,0,0,2.0
40548,Rishabh Santosh,International Institute of Information Technology Bangalore,1,0,0,2.0
40549,Rishabh Singh,Indian Institute of Science Bangalore,1,0,0,2.0
40550,Rishabh Ta,PES University,1,0,0,2.0
40551,S Rishi,PES University,1,0,0,2.0
40552,Rishi Saket,Indian Institute of Science Bangalore,1,0,0,2.0
40553,Rishika Talasila,Dayananda Sagar College of Engineering,1,0,0,2.0
40554,Rishitha Umasankaran,B.M.S. College of Engineering,1,0,0,2.0
40555,C S Meghana,PES University,1,0,0,2.0
40556,C Mukti,Dayananda Sagar College of Engineering,1,0,0,2.0
40557,Vidyut C Murali,International Institute of Information Technology Bangalore,1,0,0,2.0
40558,Dibya Kanti Mukherjee,B.M.S. College of Engineering,1,0,0,2.0
40559,Dia Zeidan,Indian Institute of Science Bangalore,1,0,0,2.0
40560,Aryan Takle,PES University,1,0,0,2.0
40561,Aryan Verma,Indian Institute of Science Bangalore,1,0,0,2.0
40562,Krishna Prasad,M.S. Ramaiah Institute of Technology,1,0,0,2.0
40563,Ritu Ritu,Dayananda Sagar College of Engineering,1,0,0,2.0
40564,Ritvik Wuyyuru,PES University,1,0,0,2.0
40565,RL Sameeksha,PES University,1,0,0,2.0
40566,Dhruv Kakde,PES University,1,0,0,2.0
40567,Dhruv Karkera,PES University,1,0,0,2.0
40568,Kaunil Dhruv,PES University,1,0,0,2.0
40569,Dhruv Raina,Indian Institute of Science Bangalore,1,0,0,2.0
40570,Dhruv Saldhana,B.M.S. College of Engineering,1,0,0,2.0
40571,Vinay Rishiwal,B.M.S. College of Engineering,1,0,0,2.0
40572,Abhishek Singhi,PES University,1,0,0,2.0
40573,Abhishek Somani,Indian Institute of Science Bangalore,1,0,0,2.0
40574,Abhishek Srivastava,PES University,1,0,0,2.0
40575,Tushar Abhishek,PES University,1,0,0,2.0
40576,Rohan,B.M.S. College of Engineering,1,0,0,2.0
40577,Dhushyanth,CMR Institute of Technology,1,0,0,2.0
40578,Dhyey Patel,PES University,1,0,0,2.0
40579,Ritam,CMR Institute of Technology,1,0,0,2.0
40580,S Rithika,PES University,1,0,0,2.0
40581,Seresane Venkata Krishna Reddy,B.M.S. College of Engineering,1,0,0,2.0
40582,Krishna Reddy SV,B.M.S. College of Engineering,1,0,0,2.0
40583,KA Zhivago,Indian Institute of Science Bangalore,1,0,0,2.0
40584,P N Koushal Kaarthiek,PES University,1,0,0,2.0
40585,R Kaashvi,PES University,1,0,0,2.0
40586,S Kabilesh,International Institute of Information Technology Bangalore,1,0,0,2.0
40587,Raushan Kabir,Indian Institute of Science Bangalore,1,0,0,2.0
40588,Zidan Kachhi,PES University,1,0,0,2.0
40589,Aryan Rawther,PES University,1,0,0,2.0
40590,V S Aryan,PES University,1,0,0,2.0
40591,Aryan Sharma,PES University,1,0,0,2.0
40592,C N Vishwanatha,R V College of Engineering,1,0,0,2.0
40593,Dhruthick Gowda M,Indian Institute of Science Bangalore,1,0,0,2.0
40594,Dhruti Shah,Indian Institute of Science Bangalore,1,0,0,2.0
40595,Rohini Wadi,B.M.S. College of Engineering,1,0,0,2.0
40596,Dhruv Shindhe,R V College of Engineering,1,0,0,2.0
40597,Dhruv Singh,Indian Institute of Science Bangalore,1,0,0,2.0
40598,Dhruva Hunusekatte,PES University,1,0,0,2.0
40599,R Abhishek,R V College of Engineering,1,0,0,2.0
40600,Y R Abhishek,PES University,1,0,0,2.0
40601,Rohit Abhishek,International Institute of Information Technology Bangalore,1,0,0,2.0
40602,Sourabh Rm,PES University,1,0,0,2.0
40603,RM Vimalathithan,International Institute of Information Technology Bangalore,1,0,0,2.0
40604,Sathisha RN,Indian Institute of Science Bangalore,1,0,0,2.0
40605,Sunghan Ro,Indian Institute of Science Bangalore,1,0,0,2.0
40606,Robinson,CMR Institute of Technology,1,0,0,2.0
40607,YH Robinson,M.S. Ramaiah Institute of Technology,1,0,0,2.0
40608,Vijayakumar Kadappa,B.M.S. College of Engineering,1,0,0,2.0
40609,Nanjangud C Narendra,Indian Institute of Science Bangalore,1,0,0,2.0
40610,Narendra C P,International Institute of Information Technology Bangalore,1,0,0,2.0
40611,Nicholas C W Treleaven,Indian Institute of Science Bangalore,1,0,0,2.0
40612,Nikhil C,B.M.S. College of Engineering,1,0,0,2.0
40613,Sameer Raju Dhole,PES University,1,0,0,2.0
40614,Saurabh Dhopeshwar,Indian Institute of Science Bangalore,1,0,0,2.0
40615,Priyansh Rajiv Dhotar,R V College of Engineering,1,0,0,2.0
40616,Rohan Sanjay,PES University,1,0,0,2.0
40617,Rohan Siwach,B.M.S. College of Engineering,1,0,0,2.0
40618,Rohan Soman,Indian Institute of Science Bangalore,1,0,0,2.0
40619,Rohan Thakur,Indian Institute of Science Bangalore,1,0,0,2.0
