Thesis_ID,Title,Year,Abstract,Source,Source_URL
429856,Sequential Controlled Sensing to Detect an Anomalous Process,2021,"In this thesis, we study the problem of identifying an anomalous arm in a multi-armed bandit as quickly as possible, subject to an upper bound on the error probability. Also known as odd arm identification, this problem falls within the class of optimal stopping problems in decision theory and can be embedded within the framework of active sequential hypothesis testing. Prior works on odd arm identification dealt with independent and identically distributed observations from each arm. We provide the first known extension to the case of Markov observations from each arm. Our analysis and results are in the asymptotic regime of vanishing error probability. We associate with each arm an ergodic discrete time Markov process that evolves on a common, finite state space. The notion of anomaly is that the transition probability matrix (TPM) of the Markov process of one of the arms (the {\em odd arm}) is some $P_{1}$, and that of each non-odd arm is a different $P_{2}$, $P_{2}\neq P_{1}$. A learning agent whose goal it is to find the odd arm samples the arms sequentially, one at any given time, and observes the state of the Markov process of the sampled arm. The Markov processes of the unobserved arms may either remain frozen at their last observed states until their next sampling instant ({\em rested arms}) or continue to undergo state evolution ({\em restless arms}). The TPMs $P_{1}$ and $P_{2}$ may be known to the learning agent beforehand or unknown. We analyse the following cases: (a) rested arms with TPMs unknown, (b) restless arms with TPMs known, and (c) restless arms with TPMs unknown. For each of these cases, we first present an asymptotic lower bound on the {\color{black} growth rate of the }expected time required to find the odd arm, and subsequently devise a sequential arm selection policy which we show achieves the lower bound and is therefore asymptotically optimal. A key ingredient in our analysis of the setting of rested arms is the observation that for the Markov process of each arm, the long term fr...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/429856
429869,Influence of Surface Topography and Roughness on Lubrication Friction and Scuffing in High Hardness Steels,2021,,Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/429869
427799,Mid Air Collision Avoidance of Unmanned Aerial Vehicles,2021,"Autonomy is an essential feature of any robotic system. Aerial robots, commonly known as Unmanned Aerial Vehicles (UAVs), are being integrated into airspace and various trials towards achieving higher levels of autonomy are in progress. When multiple UAVs share the same airspace, safety from inter-UAV conflict is of utmost importance. Collision avoidance is an unavoidable feature of any UAV, and diverse methods addressing this problem are available in the literature. This thesis presents avoidance maps, a collision avoidance algorithm for fixed-wing UAVs. Avoidance of fixed-wing UAVs is challenging because of their inability to hover in contrast to their rotary-wing counterpart. Further, physical constraints like minimum turn radius make the process less flexible. The proposed avoidance map partitions the control input space of the UAVs into those leading to collision (red region) and avoidance (green region). Here, the control input used is constant lateral acceleration. Various versions of this are developed, which improves its computational cost. The algorithm could be implemented for cooperative, non-cooperative, and multiple UAVs and is demonstrated by suitable examples. In the next part of this thesis, precision UAV collision avoidance is discussed. This method is characterized by a gradual reduction of applied lateral acceleration during the avoidance process. Precision-control based avoidance optimizes the energy expenditure of the UAVs. The UAVs get away from their initial course while maneuvering. They are brought back to the initial direction of motion using Dubins curves, which joins two points via the shortest distance. The return to the course is achieved by Dubins path, where the necessary maneuvers are chosen from the avoidance map. An avoidance map can be used for realistic systems also. This utility is demonstrated by simulations using guidance models and six-degree-of-freedom UAV models. The avoidance map is further extended to few versions in the subsequent chapter. A time-graded version is...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/427799
427797,Hybrid Model for Micro channel Heat Exchangers used in sCO2 Brayton Power Blocks,2021,"Studies have shown that Micro-channel Heat Exchangers (MCHEs) commonly referred to as Printed Circuit Heat Exchangers (PCHEs) are suitable candidates for recuperators and gas coolers used in sCO2 power blocks. CFD and 1-d unit-cell-based models have been proposed in the literature for the design and analysis of MCHEs. To estimate the heat exchanger size and arrive at an optimum channel configuration, CFD models are found to be computationally expensive and time-consuming, especially when full-scale MCHEs are to be modelled. On the other hand, 1-d models are inadequate for correctly predicting the performance. The thesis aims to address this gap by proposing a hybrid model. The hybrid model incorporates a Thermal Resistance Network (TRN) framework combined with a unit-cell CFD model to investigate the thermo-hydraulic performance of the complete MCHE stack. CFD-based unit-cell models are developed for straight and non-straight flow paths to obtain the variation of local heat transfer coefficient and Fanning factor along the channel length. A stack optimization scheme based on the rate of heat loss from the external surfaces of the MCHE core is proposed and incorporated in the hybrid model to arrive at the optimum stack width, height, and number of rows. Additionally, the hybrid model also includes a model for the inlet and exit manifolds utilizing the concept of flow resistance balance to obtain optimum pressure drop across the entry and exit manifolds. The proposed manifold pressure balance scheme facilitates uniform flow distribution among the channels in the MCHE stack. The efficacy of the hybrid model is presented for MCHE based recuperator and a gas cooler used in a 1-MW scale sCO2 Brayton power block. For the recuperator, optimum stack volume and corresponding pressure drop are presented for a 5and#730;C pinch temperature differential. The improvement over the straight channel is demonstrated by using sinusoidal and zigzag flow path configurations...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/427797
425726,Subsonic turbulent round and plane twin jets,2021,"Multiple jets appear in many engineering applications such as engines of launch vehicles and aircraft, fuel injectors and other mixing devices. Twin jets are models to understand the differences from single jets that can aid the design of multiple jet configurations. This thesis is a study of two canonical configurations, round and plane twin jets. Flow are subsonic and turbulent. The study investigates the flow-field and interactions of the twin jets with different flow parameters. The investigation was carried out using a computational tool, specifically large eddy simulation (LES), which has been demonstrated to be sufficient/adequate to capture the development of such flows and scaling that depend on large scale dynamics. The LES employs explicit filtering as its subgrid scale model. Although there is a lack of authoritative and comprehensive studies of such flow interactions, especially subsonic twin round jets, in the existing literature, suitable experiments exist for twin round jets and twin plane jets for comparisons. LES of seven different flow configurations; four twin round jets and three twin plane jets were carried out. The jets emerge from round or slot nozzles normal to a wall into the ambient. The new parameter is S/d, which is the initial separation between the two jets and#119878; scaled with d, the initial diameter (round jets), or width (plane jets). In addition, LES of single round and plane jets were also performed for comparison. LES was employed to compute the unsteady flow-field evolution of the interactions between the jets. For both configurations, stationary turbulent flows were obtained, from which statistics were collected. Profiles of velocity and fluctuations, pressure, spectra and correlations were examined. Close quantitative agreement with all experiments were examined. In both flows, after merging into a single jet, profiles collapse on local scales (configuration centerline velocity and half widths)...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/425726
427795,Design of Non Cartesian k space Trajectories for Reduced Scan Time in Magnetic Resonance Imaging Systems,2021,"Magnetic resonance imaging (MRI) is a non-invasive and safe medical imaging technique. This imaging modality collects samples in the Fourier domain, called as the k-space. The k-space is traversed along continuous trajectories using varying magnetic gradients. Scan times in MRI are generally limited by either signal-to-noise ratio (SNR) or the gradient amplitude and slew rate. SNR limitations are met by advances in higher-field systems as well as improved design for receive coils. Further hardware improvements in gradient sys- tem switching times enable rapid imaging with higher resolution. The k-space is usually traversed in multiple shots, especially for higher resolution images. Scan time reduction in MRI is important to improve patient comfort, reduce image artifacts related to motion, improve dynamic imaging. With the development of the theory of compressed sensing and recent advances in deep learning-based image reconstruction methods, it is possible to reconstruct MRI images with an undersampled k-space data. For practical implemen- tation of compressed sensing in MRI, a variable density (VD) sampling is utilized. In the recent years, many methods have been proposed to undersample Cartesian trajectory to reduce scan time, however, the non-Cartesian trajectories have been observed to be more advantageous in terms of better utilization of gradients and benign artifacts. In this the- sis, we focus on the design non-Cartesian k-space trajectories that result in a good image reconstruction with shorter read-out times. PSNR and SSIM are used as metrics to com- pare image reconstruction quality and the sensitivity of the trajectories to system-related effects such as off-resonance and gradient imperfection are also studied. In the first part of the thesis, two types of deterministic trajectories based on sinusoids and space-filling curves (SFCs) are designed. For sinusoids-based trajectories, sinusoidal curves are used to traverse the k-space...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/427795
427793,Hypothesis Testing under Communication Constraints Theory and an Application in IoT,2021,"Applications in the Internet of Things (IoT) often demand enabling low-compute devices to perform distributed inference and testing by communicating over a low bandwidth link. This gives rise to a plethora of new problems which may broadly be termed resource-constrained statistical inference problems. In this thesis, we consider two such problems. In the first part of the thesis, we study the following distributed hypothesis testing problem. Two parties observing sequences of uniformly distributed bits want to determine if their bits were generated independently or not. To that end, the first party communicates to the second. A simple communication scheme involves taking as few sample bits as determined by the sample complexity of independence testing and sending it to the second party. But is there a scheme that uses fewer bits of communication than the sample complexity, perhaps by observing more sample bits? We show that the answer to this question is in the affirmative. More generally, for any given joint distribution, we present a distributed independence test that uses linear correlation between functions of the observed random variables. Furthermore, we provide lower bounds for the general setting that use hypercontractivity and reverse hypercontractivity to obtain a measure change bound between the joint and the independent distributions. The resulting bounds are tight for both a binary symmetric source and a Gaussian symmetric source. The proposed scheme is then extended to handle high dimensional correlation testing with interactive communication, wherein one party observes a Gaussian vector X and the other party observes a jointly Gaussian scalar Y, and we seek to test if the norm of the vector of correlation between X and Y exceeds a given value or is it 0. We provide corresponding lower bounds to establish the optimality of the proposed scheme. Furthermore...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/427793
425779,Helical Magnetic Nanomotors Fabrication Toxicity and Therapeutics,2021,"The 21st century dawned with remarkable advances in the controlled motion of nanoparticles. These particles could be manipulated through external energy sources (chemical, magnetic, acoustic, or biological), resulting in controlled navigation- earning the moniker micro-nanomotors. From a biological perspective, targeted navigation allows capabilities such as local rheological measurements, payload delivery (such as drugs and genetic material), and mechanical force application. Micro-nanomotors provide increased efficiency without increasing cost compared to conventional methodologies while allowing access to hard-to-reach locations and cavities in the body. Helical magnetic nanomotors can be propelled by an externally applied rotating magnetic field- a scalable, non-invasive form of actuation with minimal effects on biological systems. Spatiotemporal manipulation and multifunctionality of these motors can be used for movement in blood, magnetic hyperthermia, active colloidal manipulation, manoeuvering inside living cells, and measurement of local viscosity. These properties of helical magnetic nanomotors make them ideal candidates for theranostics in medicine. We begin this work by developing a protocol for the large-scale manufacture of these nanomotors - a necessity for their biological applications. The deciding factors for the clinical application of any formulation are toxicity and biodistribution. Despite the considerable research in micro-nanomotors, there is a lack of a comprehensive study on toxicity and biodistribution in cellular and animal models. Here, we address this issue by investigating the in-vitro and in-vivo toxicity and biodistribution of helical magnetic nanomotors. We use two different cell lines to evaluate the influence of nanomotors in cell death, cellular apoptosis, and gene expression. We also demonstrate the toxicity in-vivo in Balb/c mice and quantify the biodistribution of intravenously-injected nanomotors. Radiotherapy is used in more than 50% of all cancer treatments...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/425779
427791,How are visual object representations organized and used to perform tasks,2021,"We rely heavily on vision for our daily activities, and around 40% of our brain is dedicated to vision. It is known that during a visual task, the visual information falling on the retina is processed in a hierarchy of cortical regions, starting from a simple edge detector in the primary visual cortex to complex shape representations in the higher visual cortex and decision making in the pre-frontal cortex. Yet we understand little about the underlying neural representations and computations that facilitate decision-making. The goal of this thesis is to understand visual representations in the brain and to uncover basic computations on these representations that might support a variety of visual tasks. We performed three main studies. In the first study, we sought to uncover qualitative similarities and differences between brains and deep networks trained for object classification by comparing their object representations. The main findings are (1) Perceptual phenomena like the Thatcher effect, Mirror confusion, and Weber s law emerge when deep networks are trained for object recognition (2) Perceptual phenomena like 3D shape processing, surface invariance, and the global advantage are absent. These results show us when we can consider deep networks good models of vision and how deep networks can be improved. In the second study, we investigated how humans perceive global and local shapes. Two classical phenomena have been observed: the global advantage effect (we identify global shape before local shape) and the interference effect (we identify shapes slower when global and local shapes are different). Because these phenomena have been observed during shape categorization tasks, it is unclear whether they reflect the categorical judgement or the underlying shape representation. We performed two behavioural experiments (oddball visual search and same-different task) on the same set of hierarchical shapes to check if these phenomena emerge due to shape representations...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/427791
429832,Performance Improvement of Meshless Method in Practical Time Domain Electromagnetic Analyses,2021,,Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/429832
429822,Photocatalytic and Photoelectrocatalytic Systems for Water Remediation and Energy Applications,2021,"This PhD work consists of two main parts. The first part focuses on photocatalytic systems for water remediation from bacteria and phenolic compounds, and the second part deals with photoelectrocatalytic systems for biomass conversion to fuel. Due to the diminishing access to safe drinking water, there is an emerging need for a sustainable technology that decontaminates water from all major contaminants such as dyes, phenolics, and pathogenic bacteria. In this thesis, two different photocatalytic systems are developed for treating these pollutants. The first system studied is Niobia based photocatalytic system. To enhance the photocatalytic activity, metals such as Sr, Y, Zr and Ag were incorporated into the crystal structure of Nb2O5. This led to increase in the surface area as well as increase in the lifetime of the charge carriers. As a result, there was enhancement in the photocatalytic activity towards the degradation of the pollutants. The second system studied is AgBiO3 perovskite based photocatalytic system. The catalyst was synthesized via hydrothermal route and were characterized for their optical and electrochemical properties. Further, a facile method was developed to strongly couple AgBiO3 onto a membrane consisting of Polyvinylidene fluoride (PVDF) and Poly (butylene succinate-co-adipate) (PBSA). Due to the strong coupling, the integrity of the catalyst was retained and no significant leaching of Ag or Bi ions from the composite membranes was observed. The bactericidal response of this composite membrane was assessed using E.coli as the model bacterium. In addition, the efficacy of this strategy was extended to decontaminate secondary wastewater. The photocatalytic activity of the composite membrane was durable and highly effective in degrading nitrophenol as well. Besides improving the flux, this facile strategy also enhanced the protein fouling resistance against Bovine serum albumin (BSA) and rendered robust bactericidal action...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/429822
431383,Integrated Wastewater Management for Tank Restoration in Urban Fringe Areas,2021,"Urban fringe water bodies are often seriously affected by urban wastewater including partially treated sewage entering it and degrading it. Sustainability requirements necessitate that such wastewaters are treated and recycled locally while also the affected waterbodies are restored bringing back not only water quality but also a higher level of aquatic and aqua-faunal diversity. In semi-arid regions of peninsular India, man-made surface water bodies, also called as Kere or tanks are severely affected by the above phenomenon. There are over a 100,000 such water bodies and many are likely to face this danger. Therefore, new understanding, sustainable water treatment processes and eco-restoration options need to be evolved and this study attempts this need. As many cities in Southern India increasingly urbanize, small villages, towns and cities grow to engulf nearby villages, the Village Tanks lose their importance as water sources accompanied by urban fringe wastewater flowing into them and resultant neglect, drying up or eutrophication. In the past most restoration efforts employed predominantly earth working to scoop out the silt /sludge. This situation prevails for decades until a complete sewerage and run-off networks are created. In this interregnum there is thus a need to restore waterbodies, which does not have any assured water source and thus needs treat locally flowing urban-fringe wastewater (UFWW) for which novel wastewater conditioning systems are to be developed. The proposed treatment /conditioning process needs to be preferably a passive one with little or no maintenance requirements. Therefore, to ensure adequate aquatic and lake-shore biodiversity, there is a need to tweak the UFW treatment systems to function passively, unattended for long periods and introduce adequate nutrition and primary components of the aquatic food chain and enable the food chain to establish in the water body. Towards this broader goal, a novel three-stage grid-independent...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/431383
431366,Inverse Problems in 3D Full wave Electromagnetics,2021,"An inverse problem in Electromagnetics (EM) refers to the process of reconstructing the physical system by processing the measured data of its electromagnetic properties. Inverse problems are typically ill-posed, and this makes them far more challenging than the typically well-posed forward problem. The solution of such inverse problems finds applications in nondestructive testing and evaluation, biomedical imaging, geophysical exploration etc. This thesis addresses some inverse problems specific to the area of electromagnetics, arising in three different scenarios. The first problem is 3-D quantitative imaging primarily targeted towards bio-medical applications. The task is to retrieve the dielectric properties, location and the shape of an unknown object from the measured scattered field. The unknown object is modeled by discretization into several voxels, with each voxel having its own dielectric property. As the inverse problem is non-linear, typically an iterative optimization process is adopted, and a forward problem needs to be solved at every iteration. The total time for reconstruction depends on the forward solver time and the number of iterations. In many cases, the number of unknowns to be reconstructed is prohibitively large. Further, the non-convergence or false-convergence of the optimization process presents its own challenge. This thesis proposes two methodologies to solve these challenges. In the first approach a multilevel methodology is proposed where voxels are hierarchically decomposed into smaller voxels based on an appropriate indicator, leading to a non-uniform multilevel voxel structure aimed at reducing the eventual number of unknowns to be solved for, also enabling faster convergence. In the second approach, a two-stage framework is proposed comprising of Machine Learning classification followed by optimization (ML-OPT). The first stage generates an appropriate adaptive grid for the optimization process and provides a suitable initial guess aiding convergence to the global minima...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/431366
431352,Large Time Behaviour and Metastability in Mean Field Interacting Particle Systems,2021,,Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/431352
431381,Functional regulation of cytoplasmic dynein in vivo,2021,"In the crowded confines of the eukaryotic cell, where large cargo (gt 100 nm) are diffusionaly constrained, intracellular transport by motor proteins plays a crucial role in the exchange of material between various compartments of the cell and maintaining cellular homeostasis. Aberrant intracellular transport has been implicated in several disease states, including neurodegenerative disorders like Alzheimer s and Parkinson s disease. Cytoplasmic dynein and the kinesin family of motor proteins drive cargo movement on microtubules. Eukaryotes contain ~ 40 different types of kinesins with most carrying specific cargo towards the plus ends of the microtubules. While there are minus end directed kinesin motors (like kinesin-14 involved in mitosis), in many cell types cytoplasmic dynein is the only minus end directed motor protein and thus understanding how a single motor can transport various kinds of cargo remains an interesting question. Recent studies have revealed that dynein is inactive by default and is activated upon the formation of a tripartite complex containing dynein, the dynein regulator dynactin, and the cargo (via a cargo adaptor such as BicD2). However, how processive complexes come together in the complex in vivo milieu is unknown. In this thesis, I discuss my research over the past five years to understand how single molecules of dynein are activated to transport intracellular cargo. We first improved HILO microscopy to visualize fluorescently-labeled single dynein molecules in HeLa cells and observed that only ~30 % of the dyneins binding to the microtubule moved in a processive fashion towards the minus ends. Moreover, the dynein molecules detached from the microtubule after a residence time of ~ 0.7s. We hypothesized that the processive dynein molecules represented dyneins that were activated upon binding to cargo-dynactin complexes that were anchored to microtubules and that the cargo-dynactin-dynein complex moves in short bursts. To test this hypothesis, we first focused on understanding how d...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/431381
429963,Microstructure and texture engineering strategies to enhance the corrosion resistance of tin based coatings,2021,"Coating corrosion-prone material with metal/alloy and passivated oxide layers is the primary protection method in the ever-evolving corrosion protection area. To improve the corrosion resistance of the coatings, the coating matrix is often blended to form a composite with nanomaterials like nanofibers, nanosheets, and nanoparticles. Sn and its alloys have been widely used as a corrosion-resistant material for coating applications in the electronic and canning industries due to their protective and non-toxic nature. This thesis discusses various strategies employed to enhance the corrosion protection efficiency of the Sn-based electrodeposited coatings. The first part of the thesis concerns with the investigation of the micro-texture changes in the Sn and SnCu alloy coatings with the change in the electrodeposition parameters (deposition temperature, current density, and alloy composition) and its implication on corrosion resistance. Increasing the electrodeposition current density from 5 mA.cmand#8722;2 to 80 mA.cmand#8722;2 changed the predominant crystallographic orientation from (100) to (110) while changing the electrodeposition temperature from 15and#730;C to 80and#730;C changed the dominant crystallographic orientation from (100) to (001). Electrodeposition at 70and#730;C and 20 mA.cmand#8722;2 led to the highest corrosion protection efficiency in the Sn electrodeposits, which also exhibited the highest fraction of low energy (031)[01 and#773;3] twin boundaries. The second part of the thesis work discusses the morphological, microstructural, and macrotexture changes and their implications over the corrosion protection ability of Sn and Sn-based alloy coatings when graphene oxide (GO) is incorporated into the coating matrix as a secondary phase. Four systems were studied: (i) Sn electrodeposit, (ii) Sn-Cu electrodeposit, (iii) Sn-Bi electrodeposit, and (iv) Sn-Co electrodeposit. In the Sn-GO system, the corrosion rate first decreased to a certain GO volume fraction range and increased continuously. The Sn coating with high GO volume fractions exhibited an ...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/429963
429206,Resource Allocation Schemes for 4G 5G based Interactive Multimedia Networks,2021,,Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/429206
426012,Vapor Mediated Interaction in Droplets,2021,"Controlling internal flow in evaporating sessile droplets is desirable across applications ranging from lab-on-chip medical diagnostics, DNA profiling to surface patterning. Diffusion-limited evaporation in droplets exhibits very low internal flow velocities [and#8764;O(10^and#8722;6) m/s]. Enhancement of internal flow is helpful for applications that demand in situ mixing at small-scale fluidic systems but are limited by the low Reynolds number. To overcome this limitation, we present a non-intrusive methodology to enhance flow inside the droplets without affecting their global evaporation pattern. A highly volatile ethanol droplet is positioned asymmetrically in the vicinity of a water droplet. The ethanol molecules are consequently adsorbed asymmetrically on the air-water interface creating a gradient in surface tension. This causes an internal Marangoni convection with flow rates and#8764;O(10^3) times higher than a naturally evaporating water droplet. The inter-droplet distance between ethanol-water is used as a control parameter to vary the strength of Marangoni convection. The flow pattern transitions through several regimes from asymmetric to symmetric double toroid once the ethanol droplet completely evaporates. Experimental flow visualization and quantification by micro-particle image velocimetry have been used alongside simple scaling arguments to quantify the physical mechanism at play. We can also switch between different flow patterns by strategic dispensing of ethanol droplets. Mixing at small fluidic length scales is especially challenging in viscous and non-volatile droplets frequently encountered in biochemical assays. In situ mixed methods, which depend on diffusion or evaporation-driven capillary flow, are typically slow and inefficient, while thermal or electro-capillary methods are either complicated to implement or may cause sample denaturing. As a consequence of increased velocity by vapor-mediated interactions, we can use it to enhance mixing in droplets.",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/426012
429217,Reinforcing Visualization Design Using Graphical Primitives of Visual Objects,2021,"Data visualization has been established as a powerful tool to help humans understand and communicate information concisely and effectively. It exploits visual perception to extract facts and meanings from data. The visualization also allows people to examine data even if they do not know what to look at in advance. However, most visualization techniques follow a one-size-fits-all paradigm concerning users and data. It is seldomly designed for a specific kind of data or users. In addition, designing competent visualization is increasingly challenging due to the complexity and overflow of data in every field. Visual objects are the backbone of any complex visualization tool. It is a collection of graphical primitives arranged in a structured way. Although previous studies on graphical primitives of 2D graphs yield exciting results, there were no studies on visual elements of 3D graphs. This dissertation investigates basic 2D graphs and 3D graphical primitives of visual objects. It proposes a new interactive sensor monitoring tool for smart manufacturing set up by leveraging the results of a 2D graph study. The results were also useful to build an interactive visualization tool for multidimensional data on 2D display. I conducted user study to evaluate 3D visual elements for numerical and nominal data. The outcome of the study was applied to build application for estimating cognitive load in Virtual Reality environments. I also propose a new visualization tool for gaze-based data that can be integrated with any webcam-based eye tracker. A case study to evaluate the effectiveness of the tool was conducted. newline",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/429217
429216,Rheology of dense granular materials,2021,"Granular materials are frequently encountered in our daily lives and are widely used in several industrial processes. Characterising the flow of these materials has always proved challenging due to the lack of simple measurement techniques. Recent work in our group has shown that when granular materials are slowly sheared in a cylindrical Couette device, a standard rheometer accessory, they exhibit an anomalous rheological behaviour. It was shown that all components of stresses measured increased exponentially with depth. In comparison, the stress for a static column of grains saturates with depth. It was further shown that this behaviour could be explained by the presence of a toroidal vortex that spans the entire system. It was proposed that such a vortex was driven by shear-induced dilation or dilatancy, a property of granular materials that has no analogue in fluids. Dilatancy is the decrease in density is regions of shear and is a consequence of rigid granular particles requiring free volume to move. In this work, we ask if dilation is indeed the origin of this vortex and the anomalous stress profile. We test the validity of these claims, first by replicating and validating these results and then checking for the robustness of the vortex flow. We then ask how general the effect of dilation is by testing a more complicated flow namely, the flow in a split-bottom Couette device, a variation of the cylindrical Couette device. In this device, shear originates from the boundary between a moving and stationary base plate. We then show that we get a variety of dilation-driven vortices that have similar features as the vortex observed in the cylindrical Couette device. Despite this effect that dilatancy has on generating these vortices, all constitutive models treat steady granular flows as incompressible and, thus, ignore dilation. We therefore propose an extension to a well-known constitutive model for slow granular flows, the critical state plasticity model. We propose that the deformation at a point is depend...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/429216
429203,Reliability based analysis and design of slopes and tunnels in rock mass,2021,"Structures in rock mass such as slopes and tunnels form an important segment in the infrastructure development of a country. Rock mass consists of intact rock matrix with numerous discontinuities that can be represented using discontinuum modeling approaches that are capable of simulating the combined interaction of fracturing of intact rock matrix and sliding along the discontinuities when rock mass is subjected to an external force. Discontinuum modeling is adopted for sparsely jointed rock mass, whereas heavy to moderately jointed rock mass is represented as an equivalent continuum material. The thesis focuses on developing methodologies for probabilistic characterization of rock mass response under applied loads for both equivalent continuum and discontinuum approaches, which can then be used for estimating the probability of failure of structures in rock mass. The work conducted in this thesis begins with stability analysis based on rock mass classification system on a jointed rock slope and a tunnel using the deterministic factor of safety approach and two probability approaches random variable and random field. A comparative study is conducted to assess the ability of these methods to identify failure mechanisms and computational complexity needed for estimation of probability of failure. This is followed by a global sensitivity analysis to obtain the ranking of rock mass parameters (for equivalent continuum approach) according to their impact on the performance measure of the structure that helps in prioritizing data acquisition and gaining insights into the underlying failure mechanism. The study also addresses the challenging issue of probabilistic characterization of rock mass based on rock mass classification system for cases involving limited availability of field and laboratory tests data for both random variable and random field representations and associated reliability analysis. Since limited data causes uncertainty in parameters that govern the probabilistic description of rock mass, a reli...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/429203
426066,Analysis and Enhancement of Stability of Power Systems with Utility scale Photovoltaic Power Plants,2021,"Owing to the negative impact of carbon emissions on environment, power systems are experiencing a paradigm shift in power generation. The fossil fuel-based generators that utilize synchronous machines are increasingly being replaced by the renewables such as Photovoltaic (PV) generators. Utility-scale PV power plants are coming up in the various parts of the world. Power electronic interface, control strategies and lack of inherent rotational element are the main factors that distinguish PV generation from Synchronous Generators (SGs). In addition, the time constants of the PV control loops and Phase Locked Loop (PLL) are of the same order unlike the SGs. The power electronic interface offers a better control over the electrical energy generated by the PV generators. However, the power electronic interface brings new challenges to power system stability. This research work focuses on addressing transient and small-signal stability issues of grid connected utility scale PV power plants. In conventional power systems, swing equation of SGs and (extended) equal area criterion are used to assess the transient stability of power system. However, the same analysis techniques may not be applicable for PV generators. In this research work, transient stability assessment criteria are developed for grid connected PV generator with two different control strategies viz., PQ control and Vdc - Q control (with/without support functionalities). The proposed criteria are developed considering the outer and inner control loop, PLL and filter dynamics of PV generator. PSCAD simulations are carried out on a two-bus system and a modified IEEE-39 bus system to validate the proposed criterion. The stability criteria are found to effectively assess the stability of grid connected utility scale PV generators. The power transfer capability of transmission network is limited by thermal limits, voltage limits and stability limits...",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/426066
430024,Constructing transition metal based heterostructure nanomaterials for electrocatalysis,2021,"Storing renewable energy into chemical bonds like hydrogen as a carbon-neutral energy carrier to deliver the energy demands is gaining attention. However, the popular hydrogen production route by water electrolysis involves sluggish half-cell reactions, namely, hydrogen and oxygen evolution reaction (HER and OER), urging the unequivocal development of electrocatalysts. Further, the employment of hydrogen in fuel cells involves a multielectron cathodic oxygen reduction reaction (ORR) that governs the overall efficiency of the fuel cells. Therefore, designing efficient alternatives to scarce and expensive Pt and RuO2-based commercial benchmark electrocatalysts is essential. We have rationally designed transition-metal-based monometallic, bimetallic, and nitride-based hybrid carbon nanostructures for the various electrocatalytic reactions. An inexpensive bimetallic (CoCr) system is developed for water splitting, and the activity is found to be better than the monometallic counterparts. To enhance the electroactive surface area, ultrafine Ru nanoparticles are decorated on N-doped carbon and exploited as bifunctional HER and ORR electrocatalysts. Short carbon nanotubes grafted on the N-doped carbon polyhedra anchoring the alloys of Co are synthesized for water splitting catalysis. Further, the role of Mott-Schottky heterojunction formation at the Ru/N-doped carbon interface towards HER activity is elucidated. Finally, an in-situ ammonia-free strategy to obtain CrN is explored as a Pt-free ORR catalyst. The mechanistic insights into the active site and reaction pathway are investigated using experimental analysis and density functional theory (DFT) calculations.... newline",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/430024
430017,Advances in High Dynamic Range Imaging Using Deep Learning,2021,"Natural scenes have a wide range of brightness, from dark starry nights to bright sunlit beaches. Our human eyes can perceive such a vast range of illumination through various adaptation techniques, thus allowing us to enjoy them. Contrarily, digital cameras can capture a limited brightness range due to their sensor limitations. Often, the dynamic range of the scene far exceeds the hardware limit of standard digital camera sensors. In such scenarios, the resulting photos will consist of saturated regions, either too dark or too bright to visually comprehend. An easy to deploy and widely used algorithmic solution to this problem is to merge multiple Low Dynamic Range (LDR) images captured with varying exposures into a single High Dynamic Range (HDR) image. Such a fusion process is simple for static sequences that have no camera or object motion. However, in most practical situations, a certain amount of camera and object motions are inevitable, leading to ghost-like artifacts in the final fused result. The process of fusing the LDR images without such ghosting artifacts is known as HDR deghosting. In this thesis, we make several contributions to the literature on HDR deghosting. First, we present a novel method to utilize auxiliary motion segmentation for efficient HDR deghosting... newline",Shodhganga,https://shodhganga.inflibnet.ac.in/handle/10603/430017
