Institution_ID,Patent_ID
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00339
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00340
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00341
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00342
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00343
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00344
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00345
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00346
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00347
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00348
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00349
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00350
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00351
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00352
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00353
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00354
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00355
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00356
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00357
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00358
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00359
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00360
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00361
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00362
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00363
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00364
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00365
INDIAN_INSTITUTE_OF_SCIENCE_BANGALORE,PAT_00366
