Person_ID,Thesis_ID
TALLAPRAGADA_PAVANKUMAR,579223
JOLLY_MOHIT_KUMAR,575841
BONDHUGULA_UDAY,575846
CHOCKALINGAM_A,644461
KASHYAP_NAVIN,577947
JAYARAM_VIKRAM_AND_KUMAR_PRAVEEN,577952
GHOSH_DEBRAJ,577943
CHOKSHI_ATUL_H,577946
CHATTERJEE_KAUSHIK,577945
NARAHARI_Y,577948
RAMAKRISHNAN_A_G,575692
NARASIMHAN_R,575681
NARAYANAN_RAVISHANKAR,575683
AYAPPA_K_GANAPATHY_AND_PUNNATHANAM_SUDEEP_N,575691
ROY_RAHUL,575695
D_SOUZA_DEEPAK,576007
AGARWAL_RACHIT,576006
KUMARAN_V,576009
LAKSHMI_J,576003
JAGADEESH_GOPALAN_AND_RAO_MV_SRISHA,576150
KUMAR_D_NAGESH,576149
MAJUMDAR_KAUSIK,576147
RAO_LAKSHMINARAYANA,576467
UMANAND_L_AND_THAKUR_SINGH_CHETAN,576465
CHOKSHI_H_ATUL,576469
KUMAR_JYANT_AND_SITHARAM_T_G,576468
KUMAR_ANURAG_AND_SUNDARESAN_RAJESH,576531
DUKKIPATI_AMBEDKAR,576533
HARURSAMPATH_DINESHKUMAR,576628
PADHI_RADHAKANT,576644
RAMAKRISHNAN_A_G,576643
DUTTA_PRADIP,576645
SRIVASTAVA_CHANDAN,576672
VINOY_K_J,576727
KUMAR_ALOKE_AND_BASU_SAPTARSHI,576242
BASU_BIKRAMJIT,576780
GANAPATHY_SRIRAM,612572
MADHAVI_LATHA_G,612571
ROY_RAHUL,612569
GANAPATHY_SRIRAM,613202
AYAPPA_K_GANAPATHY,613196
ARIGOVINDAN_MUTHUVEL,613191
BASU_KAUSHIK,613194
JAYARAM_VIKRAM_AND_KUMAR_PRAVEEN,613193
SRINIVAS_T,613192
VENUGOPAL_S,613195
RAMAMURTHY_PRAVEEN_C,613203
GANAPATHY_SRIRAM,613197
NAGESH_KUMAR_D,612901
RAGHUNATHAN_VARUN,612899
PRABHAKAR_T_V,612903
MONDAL_PARTHA_P,612888
JOHN_VINOD,612902
GHOSH_ARINDAM_AND_THAKUR_CHETAN_SINGH,612895
MADHAVI_LATHA_G,612898
PATRA_ARPITA,576764
SINGH_K_ABHISHEK,576775
CHATTERJEE_KAUSHIK_AND_SAINI_K_DEEPAK,576759
BISWAS_PRADIPTA_AND_PASHILKAR_ANANT_ABHAY,576765
