Person_ID,Thesis_ID
BORAH_PRITAM_JYOTI,613204
ABHISHEK_A,612887
NAVEEN_P,576763
TEJA_BHANU_B,613848
THAKUR_ABU_BAKAR_SIDDIQUI,613776
CHANDRAVANSHI_DHARITA,613847
RAJESH_K_R,614025
JOSHI_PRAKASH,614028
TONANNAVAR_SANKETH,614022
PADDILLAYA_NEHA,614031
BASUMATARY_JIGMI,614026
PATIL_VISHAKHA,612241
AGRAWAL_SHUBHAM,620366
SWETLANA_SUCHETA,620367
MAHAPATRA_RUMAN_KALYAN,620397
AGARWAL_PRIYANKA,620400
LOCHAB_SHUBHAM,671355
GAUR_JEET_KUMAR,679722
SKARIAH_DEEPAK_G,679723
JOSEPH_FRANCIS_C,679735
BHARDWAJ_SHUBHANGI,680298
PUSHKAR_DASIKA,680301
PUSHKAR_DASIKA,680303
SRI_HARSHA_PALADUGU,680300
DASH_SARTHAK,680299
RATHOD_DARSHAN_DINESHKUMAR,680309
CHOUBEY_NIPUN,680313
AGRAWAL_SHAVI,680306
BHATT_JAYA,680312
KUMAR_CHANDAN,680405
SRILEKSHMI_M,680408
MUKHERJEE_SUDIPTO,680402
